Preço_Fechamento,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2026T1
Preço de Fechamento Ajustado,9.53,5.52,6.3,5.71,4.8,8.61,7.6,8.33,9.18,7.8,9.69,6.34,7.29,8.09,7.78,11.64
