Dividendos_Pagos,2007T4,2008T2,2008T3,2009T2,2009T4,2010T2,2012T1,2015T1,2016T1,2018T1,2019T2,2020T1,2020T2,2020T4,2021T2,2021T4,2022T2,2022T4,2023T4,2024T4
Dividendos + JCP Pagos no Trimestre,0.0796,0.3119,0.1353,0.2116,0.2619,0.0133,0.1378,0.0039,0.0034,0.0611,0.0759,0.1643,0.0027,0.2042,0.0073,0.2167,0.0273,0.2513,0.2151,0.2415
