Dividendos_Pagos,2007T2,2007T4,2008T4,2009T2,2009T4,2010T1,2010T2,2010T3,2010T4,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T3,2015T4,2016T3,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,11.8611,0.0224,0.009,0.0039,0.255,0.1074,0.2416,0.1423,0.459,0.161,0.3758,0.1075,0.2084,0.1076,0.288,0.1346,0.1884,0.0807,0.1749,0.1213,0.2697,1.6762,0.2121,0.1166,0.3663,0.0796,1.6204,1.5966,0.2664,2.5317,0.2662,0.2668,0.2671,2.5668,0.3206,0.3213,0.3213,2.5719,0.5359,0.5361,0.5362,4.1831,0.4776,0.4132,0.5366,0.6316,1.6085,1.823,1.6085,1.742,0.9124,0.9145,0.9145,0.9153,0.8065,0.8067,0.8067,0.8057,0.8048,0.805,0.805,0.805,0.8038,1.0718,1.0717
