cd_conta,conta,2021T2,2021T3,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
6.01,Caixa Líquido das Atividades Operacionais,558073.000,784958.000,99259.000,207871.000,-185666.000,295305.000,164525.000,4351899.000,-47275.000,192696.000,316630.000,246888.000,347890.000,-310874.000,465219.000,980154.000,1319944.000
6.01.DA,Depreciação e Amortização,264166.000,409563.000,143654.000,174840.000,152486.000,109112.000,159460.000,160799.000,160778.000,160772.000,158248.000,167045.000,174478.000,137592.000,390472.000,767509.000,1154360.000
6.02,Caixa Líquido Atividades de Investimento,-63757.000,-447390.000,-193583.000,-501796.000,-269275.000,-132014.000,-132278.000,-421758.000,-721526.000,-489894.000,-95266.000,-3168.000,-50733.000,-4354111.000,-96232.000,-259531.000,-1016250.000
6.03,Caixa Líquido Atividades de Financiamento,-407127.000,-63907.000,1547691.000,449535.000,128501.000,25384.000,186462.000,-1049077.000,-552190.000,-1369149.000,-365143.000,1653711.000,-13879.000,6590210.000,-1438509.000,-3013758.000,-3024875.000
6.04,Variação Cambial s/ Caixa e Equivalentes,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6.05,Aumento (Redução) de Caixa e Equivalentes,87189.000,273661.000,1453367.000,155610.000,-326440.000,188675.000,218709.000,2881064.000,-1320991.000,-1666347.000,-143779.000,1897431.000,283278.000,1925225.000,-1069522.000,-2293135.000,-2721181.000
