cd_conta,conta,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
2,Passivo Total,18292072.000,18260942.000,18026959.000,18525946.000,19562553.000,28452306.000,29391370.000,29337895.000,32282893.000,33694157.000,33010352.000,31219220.000,28994557.000,27694357.000,29259449.000,31492257.000,52754117.000,52266696.000,49202800.000,48833477.000
2.01,Passivo Circulante,1343724.000,1561069.000,989688.000,1065815.000,1601955.000,3093534.000,574369.000,3105276.000,4199004.000,4042413.000,4336699.000,4067204.000,3850751.000,3183325.000,2988810.000,5026539.000,7148376.000,7643912.000,6404629.000,6780851.000
2.01.01,Obrigações Sociais e Trabalhistas,25729.000,14160.000,17478.000,22230.000,23893.000,36529.000,43529.000,49129.000,66359.000,37400.000,64283.000,77379.000,98872.000,63019.000,48744.000,69081.000,116781.000,74994.000,85199.000,108796.000
2.01.02,Fornecedores,147934.000,149588.000,160161.000,290400.000,225578.000,431421.000,431882.000,467973.000,549019.000,574057.000,736374.000,935016.000,572321.000,410719.000,422944.000,784734.000,1305510.000,1037407.000,1016284.000,1352896.000
2.01.03,Obrigações Fiscais,130121.000,112573.000,123464.000,103801.000,37709.000,57394.000,98958.000,80666.000,107461.000,97302.000,112320.000,286466.000,76628.000,92244.000,113933.000,163946.000,150061.000,215710.000,221789.000,238061.000
2.01.04,Empréstimos e Financiamentos,130764.000,115487.000,128703.000,114712.000,210783.000,207850.000,229576.000,240036.000,278526.000,286578.000,954455.000,439863.000,857866.000,865022.000,775334.000,807102.000,2709622.000,2438563.000,2162500.000,2246050.000
2.01.05,Outras Obrigações,768809.000,940361.000,259194.000,146031.000,778435.000,2023265.000,0.000,1916945.000,3197639.000,3047076.000,2469267.000,2328480.000,2245064.000,1752321.000,1627855.000,3201676.000,2866402.000,3877238.000,2918857.000,2835048.000
2.01.06,Provisões,140367.000,228900.000,300688.000,388641.000,325557.000,337075.000,0.000,350527.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.01.07,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.02,Passivo Não Circulante,8694692.000,8517026.000,8609276.000,8314840.000,8914083.000,12538495.000,13320732.000,13282092.000,12830811.000,14168233.000,13887691.000,13189616.000,12774853.000,12287567.000,13955105.000,13878433.000,31122387.000,30044036.000,28734568.000,28488343.000
