cd_conta,conta,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
1,Ativo Total,18292072.000,18260942.000,18026959.000,18525946.000,19562553.000,28452306.000,29391370.000,29337895.000,32282893.000,33694157.000,33010352.000,31219220.000,28994557.000,27694357.000,29259449.000,31492257.000,52754117.000,52266696.000,49202800.000,48833477.000
1.01,Ativo Circulante,1640846.000,1828927.000,1685080.000,1878581.000,2351999.000,5465775.000,5950290.000,5500009.000,6268496.000,6900272.000,9192614.000,7789645.000,5937861.000,5347929.000,7315927.000,9676566.000,11133287.000,11093981.000,8733253.000,8819329.000
1.01.01,Caixa e Equivalentes de Caixa,1102652.000,1292369.000,1189841.000,1376313.000,1601971.000,3049185.000,3211067.000,2881084.000,3125959.000,3344668.000,6225732.000,4904741.000,3238394.000,3094615.000,4992046.000,5281323.000,7200549.000,6131027.000,4907414.000,4479368.000
1.01.02,Aplicações Financeiras,0.000,0.000,0.000,0.000,77751.000,124662.000,142899.000,102612.000,105347.000,57999.000,59610.000,0.000,0.000,0.000,0.000,14398.000,2629.000,31449.000,25754.000,596314.000
1.01.03,Contas a Receber,398173.000,382854.000,325707.000,330258.000,328631.000,556035.000,549634.000,625916.000,617860.000,577274.000,569731.000,656783.000,679476.000,569252.000,575060.000,919196.000,1488360.000,1404559.000,1229784.000,1543172.000
1.01.04,Estoques,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.01.05,Ativos Biológicos,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.01.06,Tributos a Recuperar,65624.000,75820.000,83320.000,80249.000,36714.000,72760.000,92617.000,111149.000,105993.000,129838.000,175907.000,225719.000,139249.000,162883.000,176234.000,220418.000,261258.000,255502.000,305604.000,331172.000
1.01.07,Despesas Antecipadas,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.01.08,Outros Ativos Circulantes,74397.000,77884.000,86212.000,91761.000,306932.000,1663133.000,1954073.000,1779248.000,2313337.000,2790493.000,2161634.000,2002402.000,1880742.000,1521179.000,1572587.000,3241231.000,2180491.000,3271444.000,2264697.000,1869303.000
1.02,Ativo Não Circulante,16651226.000,16432015.000,16341879.000,16647365.000,17210554.000,22986531.000,23441080.000,23837886.000,26014397.000,26793885.000,23817738.000,23429575.000,23056696.000,22346428.000,21943522.000,21815691.000,41620830.000,41172715.000,40469547.000,40014148.000
1.02.01,Ativo Realizável a Longo Prazo,6048607.000,5953955.000,5970796.000,5566187.000,5858557.000,8838579.000,8847640.000,8821900.000,10824096.000,11362362.000,7910031.000,6898457.000,6626900.000,5996230.000,5739551.000,5553418.000,5670309.000,5493592.000,5187745.000,4903780.000
1.02.02,Investimentos,0.000,0.000,0.000,0.000,0.000,1101829.000,1015723.000,1077880.000,2161751.000,2192011.000,2127074.000,2111609.000,2057307.000,2111899.000,2047967.000,2105551.000,2261558.000,2299011.000,2216541.000,2133085.000
1.02.03,Imobilizado,8831851.000,8724325.000,8631332.000,8896198.000,8985565.000,9177205.000,9748982.000,10149734.000,10440742.000,10664521.000,11223531.000,11879298.000,11914036.000,11795286.000,11729447.000,11641070.000,26332659.000,26150092.000,25955934.000,25867570.000
1.02.04,Intangível,1770768.000,1753735.000,1739751.000,2184980.000,2366432.000,3868918.000,3828735.000,3788372.000,2587808.000,2574991.000,2557102.000,2540211.000,2458453.000,2443013.000,2426557.000,2515652.000,7356304.000,7230020.000,7109327.000,7109713.000
