Preço_Fechamento,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2026T1
Preço de Fechamento Ajustado,,,,,12.44,10.67,10.61,11.54,11.49,12.41,11.89,12.81,11.82,12.26,10.39,8.71,7.39,10.17,10.27,11.52
