Preço_Fechamento,2021T3,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2026T1
Preço de Fechamento Ajustado,17.03,15.06,7.11,8.11,6.72,7.32,10.02,8.17,7.85,5.49,4.33,4.16,3.47,3.67,4.56,4.44,5.27
