Preço_Fechamento,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2026T1
Preço de Fechamento Ajustado,0.92,1.0,0.78,0.53,0.63,0.86,0.99,1.53,2.3,2.32,2.65,3.38,3.83,3.73,4.76,4.32,4.16,4.59,4.6,5.87,4.48,5.54,6.63,10.34,10.51,12.88,11.38,12.95,17.62,14.32,13.98,17.15,16.46,14.74,14.76,17.6,21.16
