Dividendos_Pagos,2001T2,2005T1,2005T4,2006T2,2006T4,2007T2,2007T4,2008T2,2008T4,2009T2,2009T4,2010T2,2010T4,2011T2,2011T4,2012T2,2012T4,2013T2,2013T4,2014T2,2014T4,2015T2,2015T4,2016T4,2017T2,2017T4,2018T2,2018T4,2019T2,2019T4,2020T4,2021T1,2021T3,2021T4,2022T2,2022T4,2023T2,2023T4,2024T2,2024T4,2025T2,2025T4
Dividendos + JCP Pagos no Trimestre,0.0369,3.6091,2.2557,2.8748,4.6357,1.6043,0.6929,0.9711,1.193,1.2317,0.9834,0.9771,0.9654,1.8086,1.4374,2.2964,1.2413,1.2412,1.3583,1.5743,1.7008,1.1932,0.7799,0.2119,0.9021,1.8245,2.4532,1.2296,1.1358,1.5259,3.8247,6.5728,3.3997,11.5383,3.01,3.2357,2.3578,3.4113,2.2575,2.117,1.7558,4.4999
