cd_conta,conta,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4
1,Ativo Total,11010634.0,10948010.0,11851523.0,9694451.0,9911351.0,9754919.0,10106421.0,10277017.0,10639421.0,10626339.0,11272069.0,11322515.0,11327271.0,11338246.0,12360750.0,10634336.0,10113316.0,9807632.0,10462701.0,10106102.0,11031687.0,11481506.0,12370788.0,11297846.0,13366993.0,13477626.0,14587619.0,7553824.0,7715440.0,7793799.0,7927778.0,8062022.0,8017832.0,7641604.0,8130683.0,7890458.0
1.01,Ativo Circulante,944722.0,901377.0,932646.0,377977.0,382414.0,395855.0,398536.0,1809333.0,1820197.0,1902281.0,1941784.0,1790505.0,1618422.0,786785.0,1511136.0,564861.0,328790.0,187769.0,203244.0,554523.0,553142.0,550544.0,967554.0,415287.0,1301206.0,779423.0,2591807.0,294709.0,905566.0,310534.0,890635.0,649872.0,783125.0,259750.0,565717.0,246212.0
1.01.01,Caixa e Equivalentes de Caixa,296320.0,302429.0,327897.0,377977.0,382161.0,384945.0,398476.0,439060.0,420757.0,472525.0,479928.0,1671661.0,1618239.0,86663.0,1511075.0,459811.0,328606.0,187455.0,203087.0,201185.0,199618.0,197082.0,967492.0,62563.0,1241718.0,748928.0,2555161.0,294709.0,905323.0,310379.0,842741.0,408700.0,782878.0,259346.0,503064.0,246204.0
1.01.02,Aplicações Financeiras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1353180.0,1393813.0,1429634.0,1461712.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.01.03,Contas a Receber,648402.0,598948.0,604749.0,0.0,0.0,10790.0,0.0,17093.0,5445.0,0.0,0.0,118844.0,0.0,700000.0,0.0,105050.0,0.0,0.0,0.0,353338.0,353338.0,353338.0,0.0,352724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240890.0,0.0,0.0,0.0,0.0
1.01.04,Estoques,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.01.05,Ativos Biológicos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.01.06,Tributos a Recuperar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59110.0,30253.0,36528.0,0.0,0.0,0.0,47720.0,0.0,0.0,0.0,62452.0,0.0
1.01.07,Despesas Antecipadas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,124.0,62.0,0.0,378.0,242.0,118.0,0.0,243.0,155.0,174.0,282.0,247.0,404.0,201.0,8.0
1.01.08,Outros Ativos Circulantes,0.0,0.0,0.0,0.0,253.0,120.0,60.0,0.0,182.0,122.0,144.0,0.0,183.0,122.0,61.0,0.0,184.0,314.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.02,Ativo Não Circulante,10065912.0,10046633.0,10918877.0,9316474.0,9528937.0,9359064.0,9707885.0,8467684.0,8819224.0,8724058.0,9330285.0,9532010.0,9708849.0,10551461.0,10849614.0,10069475.0,9784526.0,9619863.0,10259457.0,9551579.0,10478545.0,10930962.0,11403234.0,10882559.0,12065787.0,12698203.0,11995812.0,7259115.0,6809874.0,7483265.0,7037143.0,7412150.0,7234707.0,7381854.0,7564966.0,7644246.0
