cd_conta,conta,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4
2,Passivo Total,11010634.0,10948010.0,11851523.0,9694451.0,9911351.0,9754919.0,10106421.0,10277017.0,10639421.0,10626339.0,11272069.0,11322515.0,11327271.0,11338246.0,12360750.0,10634336.0,10113316.0,9807632.0,10462701.0,10106102.0,11031687.0,11481506.0,12370788.0,11297846.0,13366993.0,13477626.0,14587619.0,7553824.0,7715440.0,7793799.0,7927778.0,8062022.0,8017832.0,7641604.0,8130683.0,7890458.0
2.01,Passivo Circulante,1232847.0,1287811.0,37302.0,34290.0,33997.0,35881.0,38687.0,229616.0,755858.0,633692.0,2316339.0,2476434.0,2229070.0,1904077.0,2450496.0,457966.0,230634.0,30172.0,30164.0,314389.0,276072.0,503848.0,350919.0,35192.0,1194992.0,47806.0,39671.0,50042.0,50781.0,51709.0,93187.0,584044.0,582031.0,55306.0,106450.0,55946.0
2.01.01,Obrigações Sociais e Trabalhistas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.01.02,Fornecedores,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.01.03,Obrigações Fiscais,1900.0,19218.0,6545.0,3718.0,3755.0,6262.0,9029.0,9099.0,567452.0,604077.0,606043.0,13821.0,25570.0,22969.0,624.0,43157.0,267.0,194.0,158.0,38589.0,129.0,118.0,89382.0,279.0,26253.0,11081.0,169.0,973.0,1757.0,1313.0,42526.0,4743.0,1655.0,661.0,51453.0,480.0
2.01.04,Empréstimos e Financiamentos,1199600.0,1237863.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1680456.0,1711854.0,1740736.0,664936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227155.0,228390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.01.05,Outras Obrigações,31347.0,30730.0,30757.0,30572.0,30242.0,29619.0,29658.0,220517.0,188406.0,29615.0,29840.0,750759.0,462764.0,30786.0,2449872.0,414809.0,230367.0,29978.0,30006.0,275800.0,275943.0,276575.0,33147.0,34913.0,1168739.0,36725.0,39502.0,49069.0,49024.0,50396.0,50661.0,579301.0,580376.0,54645.0,54997.0,55466.0
2.01.06,Provisões,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1185386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.01.07,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.02,Passivo Não Circulante,480011.0,466405.0,1690564.0,1742968.0,1868321.0,1945143.0,2064196.0,2136488.0,1636980.0,1680548.0,39782.0,40073.0,595435.0,740525.0,751665.0,216526.0,220837.0,224395.0,227949.0,230858.0,233261.0,7836.0,7841.0,7843.0,7842.0,8092.0,998.0,972.0,945.0,1041.0,1009.0,977.0,963.0,535.0,514.0,493.0
