Dividendos_Pagos,2000T2,2000T4,2001T2,2002T2,2002T4,2003T3,2004T2,2005T2,2005T3,2005T4,2006T2,2006T3,2006T4,2007T2,2007T4,2008T2,2008T3,2009T2,2009T4,2010T2,2010T4,2011T1,2011T2,2011T4,2012T2,2012T3,2012T4,2013T2,2013T4,2014T2,2014T4,2015T2,2015T4,2016T2,2016T4,2017T2,2017T4,2018T2,2018T4,2019T1,2019T2,2019T4,2020T3,2020T4,2021T2,2022T4,2023T1,2023T2,2023T4,2024T2,2024T4,2025T2,2025T4
Dividendos + JCP Pagos no Trimestre,0.2561,1.1154,1.4942,1.0393,1.9211,0.6404,1.0974,0.9452,1.0139,3.4793,0.6396,0.6875,0.9888,0.7792,1.1876,0.2522,0.5097,1.9326,1.3043,2.3598,2.0917,7.6244,3.2221,4.928,2.2975,6.3537,6.2161,1.7784,5.3639,4.4647,16.5028,1.2794,2.6563,2.5344,5.1068,3.679,4.1087,2.5976,2.5415,1.5672,2.5613,3.9816,2.6501,1.1225,5.8798,2.6785,2.1179,1.626,2.3297,6.0574,5.9299,8.0966,12.3198
