cd_conta,conta,2017T3,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2
6.01,Caixa Líquido das Atividades Operacionais,23559.000,-1309.102,-1516.906,-2016.000,24250.008,1770.187,-26265.066,-24802.121,-8723.000,1460.000,-5854.000,-8635.000,-8978.000,-15914.000,-3865.000,217.000,44047.000,-19836.000,-3302.000,-8744.000,1877.000,6548.000,18984.000,-19311.000,-57861.000,-15155.000,-36729.000,-41152.000,35233.000,-43165.000,-46122.000
6.01.DA,Depreciação e Amortização,163.000,,870.559,482.000,-698.559,,,475.790,2043.210,,,,2081.000,,,,1974.000,,,,2030.000,,,,4511.000,,,,1783.000,,
6.02,Caixa Líquido Atividades de Investimento,-13629.000,393.835,-234.140,-233.000,-61180.695,1106.498,26444.850,8752.652,2538.000,-9505.000,366.000,9338.000,-5745.000,9304.000,-941.000,-1415.000,-29786.000,-4755.000,-5371.000,3067.000,14803.000,-23835.000,-43968.000,4293.000,64805.000,-2656.000,-131.000,-5016.000,-30485.000,25408.000,22309.000
6.03,Caixa Líquido Atividades de Financiamento,2543.000,-5250.365,38388.087,46607.000,-37519.722,30257.550,-1550.178,6631.628,18026.000,-5612.000,-8039.000,-378.000,74786.000,-35605.000,-9049.000,-4928.000,-3126.000,26080.000,33233.000,22306.000,-62865.000,8821.000,19499.000,2045.000,17443.000,2519.000,35871.000,49275.000,2838.000,26042.000,29366.000
6.04,Variação Cambial s/ Caixa e Equivalentes,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6.05,Aumento (Redução) de Caixa e Equivalentes,12473.000,-6165.632,36637.041,44358.000,-74450.409,33134.235,-1370.394,-9417.841,11841.000,-13657.000,-13527.000,325.000,60063.000,-42215.000,-13855.000,-6126.000,11135.000,1489.000,24560.000,16629.000,-46185.000,-8466.000,-5485.000,-12973.000,24387.000,-15292.000,-989.000,3107.000,7586.000,8285.000,5553.000
