Ticker,Preço_Fechamento,2010T1,2010T2,2010T3,2011T1,2011T2,2011T3,2012T1,2012T2,2012T3,2013T1,2013T2,2013T3,2014T1,2014T2,2014T3,2015T1,2015T2,2015T3,2016T1,2016T2,2016T3,2017T1,2017T2,2017T3,2018T1,2018T2,2018T3,2019T1,2019T2,2019T3,2020T1,2020T2,2020T3,2021T1,2021T2,2021T3,2022T1,2022T2,2022T3,2023T1,2023T2,2023T3,2024T1,2024T2,2024T3,2025T1,2025T2,2025T3
TAEE3,Preço de Fechamento Ajustado,3.08,3.08,3.08,3.12,3.25,3.25,3.25,3.34,3.34,3.39,3.51,3.51,3.58,3.72,3.72,3.79,3.88,4.0,4.0,4.21,4.29,4.37,3.28,3.33,3.53,3.35,3.51,4.75,5.17,5.24,4.88,5.34,5.42,7.86,8.1,7.94,10.13,9.3,9.71,9.22,10.02,9.4,10.14,9.99,10.25,10.36,11.02,11.87
TAEE4,Preço de Fechamento Ajustado,,,,,,,,,,,,,,,,,,,,,,,3.16,3.23,3.14,2.95,3.14,4.01,4.52,5.03,4.62,5.39,5.46,7.97,8.11,7.92,10.04,9.34,9.73,9.28,10.04,9.46,10.29,10.12,10.32,10.36,11.05,11.96
