Dividendos_Pagos,2007T1,2007T3,2008T1,2008T3,2009T1,2009T4,2010T4,2011T2,2012T2,2012T4,2013T2,2013T4,2014T2,2014T3,2014T4,2015T2,2015T3,2015T4,2016T2,2016T3,2016T4,2017T2,2017T3,2017T4,2018T2,2018T3,2018T4,2019T2,2019T3,2019T4,2020T2,2020T3,2020T4,2021T2,2021T4,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T2,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,1.7853,2.3627,1.2703,1.607,0.1727,5.7392,2.0177,14.0535,8.1316,0.7741,1.7382,1.9352,2.0013,1.9352,0.9531,1.2325,1.5,0.9298,2.6329,0.9605,0.9134,1.7072,0.3381,0.8977,1.9989,0.7951,1.8514,0.7446,1.2033,1.2032,1.4682,1.3513,2.5322,4.9759,2.5302,3.8718,2.4515,1.7677,2.2255,0.126,1.5164,0.9896,1.1031,2.5892,1.0802,1.115,2.3695,1.4486,1.5639
