Dividendos_Pagos,1996T1,1997T2,1998T3,1999T1,1999T4,2000T2,2000T3,2001T1,2001T3,2002T1,2002T4,2003T1,2003T3,2003T4,2004T1,2004T2,2004T3,2004T4,2005T2,2005T3,2005T4,2006T1,2006T2,2006T3,2006T4,2007T1,2007T2,2007T3,2007T4,2008T1,2008T2,2008T3,2008T4,2009T1,2009T2,2009T3,2009T4,2010T1,2010T2,2010T3,2010T4,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2020T1,2021T4,2025T1,2025T4
Dividendos + JCP Pagos no Trimestre,7.34,0.5,1.05,6.03,2.1,10.8,3.22,14.03,4.58,8.29,24.705,12.17,3.21,24.67,1.348,6.077,6.082,26.441,17.37,3.01,0.97,0.1949,2.997,1.136,1.213,1.612,1.353,1.323,1.356,1.58,1.4204,1.565,1.497,1.68,0.561,0.57,0.57,0.0691,0.1151,0.0863,0.0943,0.2511,0.1151,0.1185,0.1064,0.1243,0.114,0.1077,0.1098,0.2463,0.0946,0.1027,0.1036,0.2643,0.1016,0.1041,0.0605,0.757,0.1196,0.4589,0.5263,0.0922,0.0762,0.1381,0.2675,0.1653,0.1575,0.1623,0.1653,0.5849,0.1528,0.1627,0.1054,0.8306,0.2031,3.5407
