cd_conta,conta,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
2,Passivo Total,13648630.0,13916763.0,14139214.0,14343210.0,14235289.0,15112977.0,15802535.0,15940434.0,16094962.0,15878357.0,16714559.0,17501252.0,18974913.0,19634822.0,23289402.0,22720962.0,23424151.0,22172492.0,23891983.0,22674441.0,20940071.0,21172638.0,23044756.0,22977562.0,15821616.0,15472687.0,15760065.0,15486432.0,14968824.0,15982137.0,16009026.0,16446866.0,16043592.0,15788614.0,15662546.0
2.01,Passivo Circulante,9541377.0,9627153.0,9703728.0,9730998.0,9827746.0,10473693.0,10956735.0,10859175.0,11266593.0,10710783.0,11117720.0,12336253.0,14123105.0,15411858.0,17545819.0,16826491.0,17302242.0,16312679.0,18274627.0,17351763.0,15579969.0,16209550.0,17272216.0,17506102.0,4943754.0,4538522.0,4324787.0,4427698.0,3071913.0,3310978.0,4158007.0,4778980.0,4430547.0,4148330.0,4073123.0
2.01.01,Obrigações Sociais e Trabalhistas,647275.0,277635.0,347344.0,238462.0,715777.0,325337.0,337724.0,391450.0,998202.0,362214.0,338295.0,214534.0,343007.0,352308.0,661344.0,690409.0,652519.0,645815.0,251777.0,155967.0,185763.0,201756.0,200177.0,629445.0,682062.0,617010.0,689535.0,244554.0,247846.0,225099.0,283265.0,451440.0,415310.0,459430.0,458036.0
2.01.02,Fornecedores,1339216.0,1311354.0,1285465.0,1252165.0,1087194.0,1281138.0,1371516.0,1393070.0,1329292.0,1709191.0,1814001.0,1586226.0,1581198.0,1728376.0,2344780.0,2569668.0,2228133.0,1819521.0,2181844.0,2051671.0,1848052.0,1588112.0,2189212.0,2398874.0,4134657.0,3801290.0,3493901.0,4075497.0,2701057.0,2814691.0,3771583.0,4242677.0,3900267.0,3586469.0,3533914.0
2.01.03,Obrigações Fiscais,69511.0,74113.0,63221.0,166766.0,207213.0,170708.0,261575.0,427425.0,306277.0,183597.0,176779.0,336409.0,334694.0,303140.0,355446.0,317441.0,478717.0,260308.0,315490.0,107977.0,80893.0,85777.0,85793.0,90463.0,111273.0,120222.0,138306.0,89990.0,102569.0,249043.0,78956.0,57371.0,91652.0,77877.0,57157.0
2.01.04,Empréstimos e Financiamentos,7485375.0,7964051.0,8007698.0,8073605.0,7817562.0,8696510.0,8985920.0,8647230.0,8632822.0,8455781.0,8788645.0,10199084.0,11864206.0,13028034.0,14184249.0,13248973.0,13942873.0,13587035.0,15525516.0,15036148.0,13465261.0,14333905.0,14797034.0,14387320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.01.05,Outras Obrigações,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15762.0,0.0,3045.0,17657.0,20441.0,22145.0,24203.0,27492.0,23318.0,24554.0,24016.0
2.02,Passivo Não Circulante,1016194.0,1018094.0,996318.0,1031029.0,1068784.0,1118028.0,1083634.0,1080479.0,1167199.0,1185386.0,1334619.0,1219849.0,1290855.0,1342649.0,867433.0,1638341.0,1726065.0,1648035.0,1591841.0,1688318.0,1666692.0,1699637.0,1665719.0,1397949.0,6536530.0,6629784.0,7104360.0,6801339.0,7440069.0,8082417.0,7065672.0,6741827.0,6525594.0,6432618.0,6262303.0
2.02.01,Empréstimos e Financiamentos,1016194.0,1018094.0,996318.0,1031029.0,1068784.0,1118028.0,1083634.0,1080479.0,1167199.0,1185386.0,1334619.0,1219849.0,1290855.0,1342649.0,867433.0,1638341.0,1726065.0,1648035.0,1591841.0,1688318.0,1666692.0,1699637.0,1665719.0,1397949.0,6536530.0,6629784.0,7104360.0,6801339.0,7440069.0,8082417.0,7065672.0,6741827.0,6525594.0,6432618.0,6262303.0
2.03,Patrimônio Líquido Consolidado,3091059.0,3271516.0,3439168.0,3581183.0,3338759.0,3521256.0,3762166.0,4000780.0,3661170.0,3982188.0,4262220.0,3945150.0,3560953.0,2880315.0,4876150.0,4256130.0,4395844.0,4211778.0,4025515.0,3634360.0,3693410.0,3263451.0,4106821.0,4073511.0,4341332.0,4304381.0,4330918.0,4257395.0,4456842.0,4588742.0,4785347.0,4926059.0,5087451.0,5207666.0,5327120.0
