cd_conta,conta,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
1,Ativo Total,13648630.0,13916763.0,14139214.0,14343210.0,14235289.0,15112977.0,15802535.0,15940434.0,16094962.0,15878357.0,16714559.0,17501252.0,18974913.0,19634822.0,23289402.0,22720962.0,23424151.0,22172492.0,23891983.0,22674441.0,20940071.0,21172638.0,23044756.0,22977562.0,15821616.0,15472687.0,15760065.0,15486432.0,14968824.0,15982137.0,16009026.0,16446866.0,16043592.0,15788614.0,15662546.0
1.01,Ativo Circulante,8004628.0,8096253.0,8074140.0,8334796.0,8228965.0,10111627.0,10570099.0,10535080.0,9631032.0,9843396.0,10257435.0,10987891.0,13518281.0,13805939.0,15834898.0,15423203.0,16403644.0,14510117.0,15315952.0,13990281.0,12874198.0,12525059.0,13912681.0,13684101.0,4085996.0,3083147.0,3632241.0,3300842.0,3256133.0,4512809.0,4990058.0,5003598.0,6005464.0,5780296.0,6351611.0
1.01.01,Caixa e Equivalentes de Caixa,298309.0,25339.0,16285.0,25771.0,32137.0,47144.0,28870.0,43131.0,20631.0,16741.0,57770.0,35864.0,110306.0,133070.0,31783.0,14563.0,58456.0,29729.0,62444.0,38774.0,42405.0,53959.0,61827.0,17793.0,21309.0,21932.0,7875.0,20335.0,28395.0,83287.0,37288.0,18861.0,30792.0,27417.0,10789.0
1.01.02,Aplicações Financeiras,1728182.0,1608348.0,1481840.0,1596357.0,1863328.0,2399332.0,2479702.0,2595474.0,1472560.0,1157632.0,653404.0,848227.0,2054427.0,1932375.0,3465963.0,3852340.0,5057484.0,4598111.0,4790906.0,3966341.0,3910348.0,3544088.0,3799273.0,4136600.0,3218527.0,2135074.0,2962894.0,2547891.0,2498099.0,3840766.0,3360315.0,3701676.0,4569034.0,4475741.0,5153775.0
1.01.03,Contas a Receber,2633272.0,2988365.0,3388134.0,3220012.0,3277181.0,4163457.0,4656490.0,4652082.0,4780660.0,4798789.0,5191120.0,5571828.0,6448776.0,6730073.0,7310969.0,5764412.0,6067932.0,4913762.0,4937711.0,4105081.0,3914167.0,3888598.0,4285322.0,3962281.0,768832.0,858617.0,596903.0,666383.0,679085.0,501620.0,1481383.0,1239618.0,1366885.0,1225082.0,1094946.0
1.01.03.01,Créditos das Operações,2633272.0,2988365.0,3388134.0,3220012.0,3277181.0,4163457.0,4656490.0,4652082.0,4780660.0,4798789.0,5191120.0,5571828.0,6448776.0,6730073.0,7310969.0,5764412.0,6067932.0,4913762.0,4937711.0,4105081.0,3914167.0,3888598.0,4285322.0,3962281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.01.03.01.01,Prêmios a Receber de Segurados,0.0,0.0,0.0,2216855.0,,3065647.0,3348345.0,3305829.0,3354728.0,3606918.0,3712085.0,3756336.0,4316486.0,4228833.0,5108675.0,4134585.0,4346239.0,3738091.0,3835418.0,3166528.0,3059465.0,3090814.0,3514651.0,3290930.0,,,,,,,,,,,
1.01.06,Tributos a Recuperar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.01.08,Outros Ativos Circulantes,0.0,55064.0,56758.0,61938.0,62624.0,78969.0,83939.0,65197.0,77044.0,79024.0,92053.0,93044.0,132447.0,140744.0,141764.0,119436.0,133843.0,116536.0,121189.0,113832.0,114842.0,117185.0,114889.0,116778.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.02,Ativo Não Circulante,5644002.0,5820510.0,6065074.0,6008414.0,6006324.0,5001350.0,5232436.0,5405354.0,6463930.0,6034961.0,6457124.0,6513361.0,5456632.0,5828883.0,7454504.0,7297759.0,7020507.0,7662375.0,8576031.0,8684160.0,8065873.0,8647579.0,9132075.0,9293461.0,11735620.0,12389540.0,12127824.0,12185590.0,11712691.0,11469328.0,11018968.0,11443268.0,10038128.0,10008318.0,9310935.0
1.02.01,Ativo Realizável a Longo Prazo,5119829.0,5278183.0,5463195.0,5399596.0,5333417.0,4324311.0,4560555.0,4715167.0,5779617.0,5348047.0,5561157.0,5839269.0,5223617.0,5581402.0,7204751.0,7047645.0,6774033.0,7424298.0,8328641.0,8424008.0,7809578.0,8400232.0,8932780.0,9071279.0,11505183.0,12157447.0,11904660.0,11945309.0,11468669.0,11234961.0,10783059.0,11207600.0,9815769.0,9807631.0,9119940.0
1.02.01.01,Aplicações Financeiras LP,3921020.0,4030872.0,4155205.0,4219705.0,4172007.0,3087424.0,0.0,3366388.0,4392522.0,3933685.0,4249492.0,3630946.0,2763677.0,2743875.0,3908009.0,4461615.0,0.0,0.0,5196051.0,4976260.0,4216393.0,4443918.0,4841421.0,4828782.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.02.01.06,Tributos Diferidos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.02.02,Investimentos,408357.0,415505.0,470076.0,477135.0,542816.0,547129.0,548189.0,573055.0,566389.0,558284.0,771372.0,547439.0,100968.0,109507.0,112694.0,111645.0,112632.0,109916.0,110493.0,110529.0,106725.0,91374.0,86944.0,86898.0,86884.0,69476.0,69509.0,69493.0,69493.0,62291.0,62239.0,62101.0,62201.0,46972.0,46964.0
1.02.02.02,Propriedades para Investimento,408357.0,415505.0,470076.0,477135.0,542816.0,547129.0,548189.0,573055.0,566389.0,558284.0,755473.0,531582.0,80926.0,87968.0,89548.0,89322.0,89212.0,89169.0,88449.0,88405.0,88329.0,91374.0,86944.0,86898.0,86884.0,69476.0,69509.0,69493.0,69493.0,62291.0,62239.0,62101.0,62201.0,46972.0,46964.0
1.02.03,Imobilizado,56232.0,64592.0,73237.0,77385.0,77642.0,76195.0,74753.0,74353.0,74797.0,86860.0,84442.0,81952.0,80310.0,77645.0,74472.0,72582.0,70398.0,65153.0,64906.0,64503.0,63130.0,62947.0,12458.0,29456.0,32215.0,52772.0,39470.0,51823.0,54830.0,59297.0,63962.0,42968.0,43490.0,45469.0,43571.0
1.02.04,Intangível,59584.0,62230.0,58566.0,54298.0,52449.0,53715.0,48939.0,42779.0,43127.0,41770.0,40153.0,44701.0,51737.0,60329.0,62587.0,65887.0,63444.0,63008.0,71991.0,85120.0,86440.0,93026.0,99893.0,105828.0,111338.0,109845.0,114185.0,118965.0,119699.0,112779.0,109708.0,130599.0,116668.0,108246.0,100460.0
