cd_conta_padrao,ds_conta_padrao,2016-T4,2017-T1,2017-T2,2017-T3,2017-T4,2018-T1,2018-T2,2018-T3,2018-T4,2019-T1,2019-T2,2019-T3,2019-T4,2020-T1,2020-T2,2020-T3,2020-T4,2021-T1,2021-T2,2021-T3,2021-T4,2022-T1,2022-T2,2022-T3,2022-T4,2023-T1,2023-T2,2023-T3,2023-T4,2024-T1,2024-T2,2024-T3,2024-T4,2025-T1,2025-T2,2025-T3
1,Ativo Total,13585195.0,13648630.0,13916763.0,14139214.0,14343210.0,14235289.0,15112977.0,15802535.0,15940434.0,16094962.0,15878357.0,16714559.0,17501252.0,18974913.0,19634822.0,23289402.0,22720962.0,23424151.0,22172492.0,23891983.0,22674441.0,20940071.0,21172638.0,23044756.0,22977562.0,15821616.0,15472687.0,15760065.0,15486432.0,14968824.0,15982137.0,16009026.0,16446866.0,16043592.0,15788614.0,15662546.0
1.01.01+1.01.02,Disponibilidades e Aplicações,1079048.0,2026491.0,1633687.0,1498125.0,1622128.0,1895465.0,2446476.0,2508572.0,2638605.0,1493191.0,1174373.0,711174.0,884091.0,2164733.0,2065445.0,3497746.0,3866903.0,5115940.0,4627840.0,4853350.0,4005115.0,3952753.0,3598047.0,3861100.0,4154393.0,3239836.0,2157006.0,2970769.0,2568226.0,2526494.0,3924053.0,3397603.0,3720537.0,4599826.0,4503158.0,5164564.0
1.01.03,Créditos Operacionais,2429719.0,2633272.0,2988365.0,3388134.0,3220012.0,3277181.0,4163457.0,4656490.0,4652082.0,4780660.0,4798789.0,5191120.0,5571828.0,6448776.0,6730073.0,7310969.0,5764412.0,6067932.0,4913762.0,4937711.0,4105081.0,3914167.0,3888598.0,4285322.0,3962281.0,768832.0,858617.0,596903.0,666383.0,679085.0,501620.0,1481383.0,1239618.0,1366885.0,1225082.0,1094946.0
1.01.90,Ativos de Resseguro,3531075.0,3212576.0,3313369.0,3063338.0,3274937.0,2886737.0,3273163.0,3198381.0,3055607.0,3114551.0,3451948.0,3818924.0,3707918.0,4005815.0,4156353.0,4662523.0,5093437.0,4835563.0,4578781.0,5156798.0,5599770.0,4727775.0,4803529.0,5527617.0,5367471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.02.02.01,Participações em Coligadas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15899.0,15857.0,20042.0,21539.0,23146.0,22323.0,23420.0,20747.0,22044.0,22124.0,18396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.02.01.04,Tributos Diferidos,1114500.0,1123321.0,1184327.0,1267525.0,1130418.0,1116999.0,0.0,0.0,1314837.0,1327168.0,1344237.0,1257602.0,2169400.0,2398209.0,2738097.0,3221078.0,2506086.0,2666530.0,2830447.0,3058320.0,3352613.0,3506126.0,3858139.0,4014947.0,4041831.0,6094526.0,5834902.0,6334444.0,6200288.0,5995794.0,6059895.0,5712421.0,5819362.0,5538445.0,5451980.0,5436834.0
1.02.03+1.03,Imobilizado e Intangível,46719.0,56232.0,64592.0,73237.0,77385.0,77642.0,76195.0,74753.0,74353.0,74797.0,86860.0,84442.0,81952.0,80310.0,77645.0,74472.0,72582.0,70398.0,65153.0,64906.0,64503.0,63130.0,62947.0,12458.0,29456.0,32215.0,52772.0,39470.0,51823.0,54830.0,59297.0,63962.0,42968.0,43490.0,45469.0,43571.0
