Preço_Fechamento,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2026T1
Preço de Fechamento Ajustado,,,209.57,239.66,306.85,354.42,487.1,617.27,692.8,747.84,857.78,892.38,221.78,252.02,186.44,203.61,152.59,143.63,117.74,100.06,87.12,50.53,33.0,25.8,22.24,43.55,44.0,44.3,37.35,31.6,44.76,42.45,51.26,45.24,49.0,51.15
