Dividendos_Pagos,2000T1,2001T2,2002T2,2004T2,2005T2,2008T2,2009T2,2010T2,2011T2,2012T2,2013T2,2014T2,2014T4,2015T3,2016T3,2016T4,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2021T3,2021T4,2022T4,2023T2,2023T4,2024T1,2024T2,2024T4
Dividendos + JCP Pagos no Trimestre,0.3407,0.4026,0.4656,0.0771,0.3255,0.5938,1.6248,2.3873,2.273,2.9573,0.2483,0.1744,0.1761,0.7422,0.3007,0.2844,0.4578,0.3468,0.3468,0.3468,0.2601,0.2601,0.3468,0.9537,0.1734,0.1362,0.2959,0.4516,0.7415,0.263,0.2554,0.1535,1.3923
