Dividendos_Pagos,1996T2,1997T2,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,44.32,1.62,0.0807,0.0515,0.0603,0.0654,0.0728,0.0786,0.0809,0.1474,0.2336,0.2854,0.0982,0.2239,0.3331,0.402
