cd_conta,conta,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
1,Ativo Total,1287998.000,1263875.000,1430166.000,1795232.000,1644712.000,1918297.000,2032570.000,2177211.000,2597922.000,2933909.000,2917631.000,2784853.000,2798431.000,2733836.000,2836650.000,3150612.000,3092023.000,3412477.000,3983671.000,3957292.000,4339295.000,4870968.000,5183964.000,5631997.000
1.01,Ativo Circulante,1076856.000,1030378.000,1190217.000,1535006.000,1352511.000,1612761.000,1673139.000,1627508.000,1846949.000,2090956.000,2147877.000,2033840.000,2063522.000,2136273.000,2188831.000,2316220.000,2212808.000,2446637.000,2893021.000,2628427.000,2726137.000,3048558.000,3005750.000,3406837.000
1.01.01,Caixa e Equivalentes de Caixa,249496.000,254528.000,358082.000,529672.000,291125.000,329971.000,390596.000,414633.000,375963.000,360921.000,454074.000,394522.000,562264.000,470159.000,556696.000,730072.000,643630.000,647595.000,889522.000,760259.000,975224.000,1031724.000,1035262.000,1287134.000
1.01.02,Aplicações Financeiras,64847.000,71000.000,67765.000,80177.000,139773.000,106673.000,101391.000,140294.000,218524.000,241647.000,225903.000,240386.000,227162.000,259664.000,278694.000,379003.000,348639.000,364073.000,668498.000,664956.000,441012.000,512082.000,495613.000,486069.000
1.01.03,Contas a Receber,533437.000,448111.000,528330.000,647241.000,627243.000,770187.000,835343.000,700282.000,731349.000,996524.000,1004386.000,870147.000,681536.000,677724.000,678261.000,489221.000,481218.000,649909.000,494497.000,371958.000,345783.000,602208.000,552497.000,475943.000
1.01.04,Estoques,181365.000,210690.000,190026.000,226704.000,270277.000,382697.000,320995.000,338886.000,486666.000,454883.000,420684.000,477113.000,534993.000,663404.000,602449.000,626691.000,641546.000,683171.000,699423.000,683894.000,808203.000,742802.000,744049.000,960833.000
1.01.05,Ativos Biológicos,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.01.06,Tributos a Recuperar,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.01.07,Despesas Antecipadas,8922.000,11718.000,9125.000,8463.000,7748.000,7755.000,5560.000,9083.000,6611.000,6676.000,6582.000,8343.000,7297.000,7108.000,9562.000,11558.000,13547.000,9839.000,26070.000,15022.000,17033.000,15238.000,8316.000,9581.000
1.01.08,Outros Ativos Circulantes,38789.000,34331.000,36889.000,42749.000,16345.000,15478.000,19254.000,24330.000,27836.000,30305.000,36248.000,43329.000,50270.000,58214.000,63169.000,79675.000,84228.000,92050.000,115011.000,132338.000,138882.000,144504.000,170013.000,187277.000
1.02,Ativo Não Circulante,211142.000,233497.000,239949.000,260226.000,292201.000,305536.000,359431.000,549703.000,750973.000,842953.000,769754.000,751013.000,734909.000,597563.000,647819.000,834392.000,879215.000,965840.000,1090650.000,1328865.000,1613158.000,1822410.000,2178214.000,2225160.000
1.02.01,Ativo Realizável a Longo Prazo,182586.000,202365.000,202300.000,220942.000,250584.000,256588.000,303723.000,494450.000,632542.000,721396.000,645967.000,624449.000,609380.000,465621.000,512624.000,703334.000,735902.000,820588.000,1008780.000,1246222.000,1529313.000,1740154.000,2097098.000,2143444.000
1.02.02,Investimentos,16517.000,18857.000,24778.000,25680.000,26948.000,28737.000,32139.000,29674.000,92666.000,97227.000,101278.000,104361.000,102598.000,100841.000,101902.000,97780.000,108717.000,108397.000,44707.000,42837.000,42244.000,40372.000,40727.000,41203.000
1.02.03,Imobilizado,12039.000,12275.000,12871.000,13604.000,14669.000,20211.000,23569.000,25579.000,25765.000,24330.000,22509.000,22203.000,22931.000,31101.000,33293.000,33278.000,34596.000,36855.000,37163.000,39806.000,41601.000,41884.000,40389.000,40513.000
1.02.04,Intangível,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
