Dividendos_Pagos,2021T2,2021T4,2022T2,2023T1,2023T2,2023T3,2023T4,2024T2,2024T4,2025T1,2025T2,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,0.394,0.1713,0.5154,0.207,0.0633,0.5174,0.345,1.3231,0.345,0.6037,0.5324,0.6852,2.7166
