cd_conta,conta,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
6.01,Caixa Líquido das Atividades Operacionais,-2774.000,22455.000,60524.000,61943.000,4521.000,67057.000,55154.000,51348.000,14590.000,93214.000,170174.000,104316.000,27317.000,121579.000,192481.000,5989.000,19409.000,125781.000,263572.000,47140.000,24438.000,173094.000,114104.000,167928.000,57863.000,163708.000,434714.000
6.01.DA,Depreciação e Amortização,,,5358.000,1786.000,3247.000,2939.000,4496.000,4387.000,4582.000,9378.000,14422.000,-7777.000,5875.000,11578.000,15949.000,-9806.000,6223.000,12521.000,18970.000,-11842.000,7117.000,7009.000,8191.000,8812.000,8533.000,17287.000,25808.000
6.02,Caixa Líquido Atividades de Investimento,16488.000,-2960.000,10597.000,-22906.000,-9388.000,-5920.000,-13332.000,-62944.000,22272.000,15739.000,-30702.000,-123828.000,-32416.000,-24770.000,-45594.000,61768.000,-47061.000,-75223.000,-180784.000,133743.000,-23395.000,-273183.000,19920.000,214951.000,-77811.000,-68601.000,-77924.000
6.03,Caixa Líquido Atividades de Financiamento,-5528.000,-1141.000,-6294.000,-52303.000,9899.000,42417.000,129768.000,-226951.000,1984.000,-9482.000,-15964.000,-60386.000,-9943.000,-18698.000,-128328.000,36916.000,-64453.000,-56126.000,85020.000,-169652.000,2922.000,342016.000,-263287.000,-167914.000,76448.000,-35069.000,-44880.000
6.04,Variação Cambial s/ Caixa e Equivalentes,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6.05,Aumento (Redução) de Caixa e Equivalentes,8186.000,18354.000,64827.000,-13266.000,5032.000,103554.000,171590.000,-238547.000,38846.000,99471.000,123508.000,-79898.000,-15042.000,78111.000,18559.000,104673.000,-92105.000,-5568.000,167808.000,11231.000,3965.000,241927.000,-129263.000,214965.000,56500.000,60038.000,311910.000
