Preço_Fechamento,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2026T1
Preço de Fechamento Ajustado,,,6.98,6.72,6.29,6.89,4.85,4.83,5.22,4.56,8.82,9.39,9.67,12.15,12.72,14.36,16.25,17.57,19.07,15.12,21.84,26.78,31.36,31.92
