cd_conta_padrao,ds_conta_padrao,2015-T4,2016-T4,2017-T4,2018-T4,2019-T4,2020-T4,2021-T4,2022-T1,2022-T2,2022-T3,2022-T4,2023-T1,2023-T2,2023-T3,2023-T4,2024-T1,2024-T2,2024-T3,2024-T4,2025-T1,2025-T2,2025-T3
6.01,Fluxo de Caixa das Atividades Operacionais,28068706.0,4385042.0,-46925241.0,28442399.0,58542666.0,206975326.0,-44779882.0,17378973.0,36338303.0,6433570.0,5906491.0,-12562703.0,10180827.0,-12986016.0,30108678.0,52887180.0,50072801.0,-45564216.0,69812333.0,48378804.0,23975643.0,37534706.0
6.01.DA,Depreciação e Amortização,3844454.0,3756303.0,3579225.0,3052169.0,3986401.0,,,,,,,,,,,,,,,,,
6.02,Fluxo de Caixa das Atividades de Investimento,-1274198.0,6578879.0,-6381485.0,-5255804.0,-30587074.0,-95707601.0,-53486272.0,-4664658.0,-11420942.0,-21346572.0,19421942.0,13001654.0,14917330.0,12444465.0,-18722379.0,-28630856.0,-37190528.0,47008988.0,-74680418.0,-55087658.0,-26549631.0,-37416435.0
6.03,Fluxo de Caixa das Atividades de Financiamento,9483264.0,-1185581.0,-2671366.0,-12577971.0,-16165987.0,-17334908.0,-24982150.0,-15426102.0,-4784239.0,-2934455.0,-5069566.0,-12334293.0,-10812232.0,-4048221.0,-7147204.0,-5164817.0,-9978059.0,-5058391.0,-1159967.0,-44845.0,-1244432.0,2811119.0
6.04,Variação Cambial s/ Caixa e Equivalentes,4343112.0,-9361703.0,36146.0,2522422.0,-158785.0,10320668.0,1553477.0,-6541844.0,2616822.0,53522.0,-1629647.0,-1775655.0,-4180844.0,804273.0,-10714144.0,992666.0,5782445.0,-1143323.0,8181591.0,-4902711.0,-2757150.0,-2111282.0
6.05,Aumento (Redução) de Caixa e Equivalentes,40620884.0,416637.0,-55941946.0,13131046.0,11630820.0,104253485.0,-121694827.0,-9253631.0,26674966.0,-17847457.0,14757720.0,-13670997.0,10105081.0,-3785499.0,-6475049.0,20084173.0,8686659.0,-4756942.0,2153539.0,-11656410.0,-6575570.0,818108.0
6.05.01,Saldo Inicial de Caixa e Equivalentes,62078582.0,102699466.0,103116103.0,47174157.0,60305203.0,71936023.0,176189508.0,54494681.0,45241050.0,67990994.0,50197059.0,68826279.0,55155282.0,65260363.0,61474864.0,54999815.0,75083988.0,85770646.0,81013704.0,83167243.0,71510833.0,64935263.0
6.05.02,Saldo Final de Caixa e Equivalentes,102699466.0,103116103.0,47174157.0,60305203.0,71936023.0,176189508.0,54494681.0,45241050.0,67990994.0,50197059.0,68826279.0,55155282.0,65260363.0,61474864.0,54999815.0,75083988.0,85770646.0,81013704.0,83167243.0,71510833.0,64935263.0,65753371.0
