Dividendos_Pagos,1997T3,1998T2,1998T3,1999T1,1999T3,2000T1,2000T3,2001T1,2001T3,2002T1,2002T3,2003T1,2003T3,2004T1,2004T3,2004T4,2005T1,2005T3,2006T1,2006T2,2006T3,2006T4,2007T1,2007T2,2007T3,2007T4,2008T1,2008T2,2008T3,2008T4,2009T1,2009T2,2009T3,2009T4,2010T1,2010T2,2010T3,2010T4,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T4
Dividendos + JCP Pagos no Trimestre,0.2362,0.2373,0.3312,0.3702,0.4599,0.2201,0.3156,0.4254,0.2235,0.5467,0.8923,0.3814,0.4528,0.5905,0.627,0.349,0.2881,0.804,1.1137,0.9412,1.9386,0.8256,0.6124,0.4274,0.1742,0.2257,0.1992,0.367,0.2775,0.294,0.4788,0.2628,0.3756,0.3091,0.6685,0.3774,0.4357,0.3711,0.5786,0.4145,0.4897,0.4033,0.4499,0.3601,0.4096,0.4041,0.5259,0.3802,1.0946,0.3763,0.4468,0.4023,0.4153,0.3957,0.4684,0.741,0.4076,0.4453,0.1889,0.2714,0.2666,0.1868,0.098,0.2615,0.2806,0.3058,0.3274,0.2912,0.3552,0.5426,0.748,0.5859,0.6791,0.5412,0.6203,0.545,0.3118,0.5816,0.583,0.533,0.5687,1.0354,0.9234,1.0617,1.1502,1.1789,1.1161,1.1499,1.1305,1.2593,0.6622,0.6613,0.6598,0.6404,0.4247,0.1178
