cd_conta_padrao,ds_conta_padrao,2015-T4,2016-T4,2017-T4,2018-T4,2019-T4,2020-T4,2021-T4,2022-T1,2022-T2,2022-T3,2022-T4,2023-T1,2023-T2,2023-T3,2023-T4,2024-T1,2024-T2,2024-T3,2024-T4,2025-T1,2025-T2,2025-T3
1,Ativo Total,1388864529.0,1387215686.0,1353075042.0,1396507474.0,1452266807.0,1693794003.0,1899340511.0,1998422303.0,2047387293.0,2096035145.0,2007727977.0,2089927595.0,2075762530.0,2226283389.0,2153878452.0,2283160278.0,2330349036.0,2436404436.0,2398719197.0,2427051877.0,2441421369.0,2540770431.0
01.01,Caixa e Equivalentes,18046717.0,12798204.0,13471112.0,13601194.0,14171188.0,16784560.0,18023001.0,17172960.0,31052201.0,16773635.0,18310546.0,24989738.0,22541168.0,23808411.0,17327745.0,23837850.0,25772874.0,24215366.0,20079736.0,28366355.0,24468455.0,23732657.0
01.02,Aplicações Financeiras (TVM),46457253.0,32037173.0,22121240.0,24543232.0,28247932.0,159404948.0,36471680.0,28068090.0,36938793.0,33423424.0,50515733.0,30165544.0,42719195.0,37666453.0,37672070.0,51246138.0,59997772.0,56798338.0,63087507.0,43144478.0,40466808.0,42020714.0
01.02.01,TVM a Valor Justo,113611973.0,112339073.0,128668015.0,126630638.0,176083996.0,272224132.0,317229981.0,332203711.0,364828153.0,383677607.0,381848766.0,386505862.0,393298525.0,389880859.0,415615639.0,451477137.0,510319317.0,441339048.0,503127186.0,490094277.0,565673137.0,622175093.0
01.03,Carteira de Crédito,38196143.0,58281504.0,11647612.0,22177706.0,29516903.0,633402350.0,734290606.0,737084767.0,763872445.0,808340578.0,832938557.0,852903153.0,860426278.0,885144074.0,911281198.0,937539690.0,960144444.0,976594155.0,1020552099.0,1133856532.0,1136864831.0,1111310530.0
01.03.01,Crédito Bruto,,,,,,633402350.0,734290606.0,737084767.0,763872445.0,808340578.0,832938557.0,852903153.0,860426278.0,885144074.0,911281198.0,937539690.0,960144444.0,976594155.0,1020552099.0,1133856532.0,1136864831.0,1111310530.0
01.03.02,Provisão para Crédito (PPE),693757712.0,620927680.0,598186563.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01.04,Tributos Diferidos,37887919.0,42173087.0,39480459.0,38274117.0,60034154.0,,,,,,,,,,,,,,,,,
01.05,Investimentos,3891740.0,9120261.0,10457429.0,119753019.0,172278448.0,15670822.0,11739070.0,9817255.0,11413220.0,15851598.0,12078012.0,14852067.0,16631734.0,13362322.0,14173304.0,16623451.0,21154392.0,16557166.0,18829091.0,15417140.0,12792304.0,17150873.0
01.06,Imobilizado,14823894.0,15228118.0,14932300.0,1059481166.0,1040630555.0,256553310.0,305490911.0,322386456.0,353414933.0,367826009.0,369770754.0,371653795.0,376666791.0,376518537.0,401442335.0,434853686.0,489164925.0,424781882.0,484298095.0,474677137.0,552880833.0,605024220.0
01.07,Intangível,8813581.0,8743714.0,7615120.0,5795064.0,5920549.0,1059725298.0,1308066602.0,1388563660.0,1364179845.0,1411105810.0,1302389202.0,1391768064.0,1363682658.0,1518524404.0,1420038803.0,1482347752.0,1456502438.0,1622562992.0,1510365912.0,1558007065.0,1497066510.0,1531872833.0
