cd_conta,conta,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
6.01,Caixa Líquido das Atividades Operacionais,849.000,12963.000,40800.000,7130.000,-16089.000,28745.000,4411.000,-11263.000,-4594.000,46858.000,29412.000,23331.000,5500.000,38375.000,65835.000,-7102.000,35811.000,30682.000,41031.000,38518.000,31725.000,45974.000,45341.000,53699.000,22720.000,71077.000,111335.000
6.01.DA,Depreciação e Amortização,5660.000,11437.000,17264.000,,11302.000,86.000,5770.000,,5943.000,6551.000,6966.000,,7119.000,14139.000,21207.000,,7476.000,7679.000,7917.000,,8327.000,8695.000,9256.000,,10854.000,22162.000,33920.000
6.02,Caixa Líquido Atividades de Investimento,-6487.000,-10803.000,-13972.000,6322.000,-4701.000,-9024.000,-8225.000,-13694.000,-11040.000,-21274.000,-15335.000,-12609.000,-7744.000,-18523.000,-32473.000,13880.000,-10392.000,-13593.000,-16639.000,-21772.000,-12929.000,-20626.000,-26617.000,-34634.000,-17283.000,-33553.000,-59016.000
6.03,Caixa Líquido Atividades de Financiamento,-10949.000,-27515.000,-35229.000,28438.000,31391.000,-375.000,242276.000,-86127.000,-40673.000,-38792.000,-34112.000,-31306.000,-19545.000,-45827.000,-76100.000,43832.000,-23461.000,-23543.000,-24377.000,-24501.000,-10535.000,-29192.000,-28157.000,-680.000,-30287.000,-64123.000,-96271.000
6.04,Variação Cambial s/ Caixa e Equivalentes,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6.05,Aumento (Redução) de Caixa e Equivalentes,-16587.000,-25355.000,-8401.000,41890.000,10601.000,19346.000,238462.000,-111084.000,-56307.000,-13208.000,-20035.000,-20584.000,-21789.000,-25975.000,-42738.000,50610.000,1958.000,-6454.000,15.000,-7755.000,8261.000,-3844.000,-9433.000,18385.000,-24850.000,-26599.000,-43952.000
