Dividendos_Pagos,1995T4,1996T1,1996T2,1996T3,1996T4,1997T1,1997T2,1997T3,1997T4,1998T1,1998T2,1998T3,1998T4,1999T1,1999T2,1999T3,1999T4,2000T1,2000T2,2000T3,2000T4,2001T1,2001T2,2001T3,2001T4,2002T1,2002T2,2002T3,2002T4,2003T1,2003T2,2003T3,2003T4,2004T1,2004T2,2004T3,2004T4,2005T1,2005T2,2005T3,2005T4,2006T1,2006T2,2006T3,2006T4,2007T1,2007T2,2007T3,2007T4,2008T1,2008T2,2008T3,2008T4,2009T1,2009T2,2009T3,2009T4,2010T1,2010T2,2010T3,2010T4,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,0.72,9.24,2.7,9.26,2.86,11.36,3.9,13.52,39.78,3.9,3.9,15.54,34.58,3.9,4.5,18.55,7.41,0.45,0.49,2.31,6.3953,1.67,0.51,2.63,6.17,5.14,0.6,2.72,6.3,5.42,0.78,3.9,12.26,2.54,0.94,5.1,10.48,8.02,1.18,6.402,0.786,1.798,0.144,0.75,0.144,2.752,0.144,0.786,0.212,1.672,0.072,0.372,1.0053,0.5056,0.072,0.472,0.4272,0.8408,0.072,0.565,0.502,0.8356,0.072,0.6132,0.648,0.9168,0.09,0.6448,0.714,0.8548,0.09,0.6448,0.4972,1.1372,0.09,0.7411,0.09,1.7786,0.09,0.782,0.508,1.3988,0.09,0.888,1.0328,1.6408,0.09,0.888,0.379,4.576,0.09,1.5884,0.1112,3.6902,0.09,1.6638,0.1651,2.1034,0.09,0.1958,0.2179,0.5856,0.3004,0.2977,0.635,0.1332,0.1059,0.7189,1.0783,0.6299,0.6385,0.6445,0.6004,2.8398,0.6079,0.6519,0.727,3.2746,0.7741,0.8327,4.5818
