especie,2010T4,2011T4,2012T4,2013T4,2014T4,2015T4,2016T4,2017T4,2018T4,2019T4,2020T4,2021T4,2022T4,2023T4,2024T4,2026T1
ON,2289286475,2289286400,2518215040,2770036544,3047040198,3047040198,3351744217,3305526906,4958290359,4958290359,4958290359,4958290359,4958290359,4958290359,5454119395,ON
PN,2281649744,2281649700,2509814670,2760796137,3036875751,2936875751,3230563326,3230563326,4845844989,4845844989,4845844989,4845844989,4845844989,4845844989,5330429488,PN
TOTAL,4570936219,4570936100,5028029710,5530832681,6083915949,5983915949,6582307543,6536090232,9804135348,9804135348,9804135348,9804135348,9804135348,9804135348,10784548883,TOTAL
