Dividendos_Pagos,1997T1,1997T4,1998T3,1998T4,1999T4,2000T4,2002T1,2002T4,2003T1,2003T4,2004T4,2005T4,2006T4,2007T4,2008T4,2009T3,2009T4,2010T1,2010T2,2010T3,2010T4,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2016T4,2017T4,2018T1,2018T4,2019T2,2019T3,2020T1,2020T4,2021T3,2021T4,2022T4,2023T1,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,17.0,42.25,0.168,0.345,0.0945,0.1825,0.4977,0.38,0.16,0.552,0.68,0.76,0.4508,0.6706,0.4674,0.12,0.522,0.1,0.1,0.05,0.5208,0.058,0.058,0.058,0.57,0.07,0.07,0.07,0.43,0.07,0.07,0.035,0.035,0.185,0.035,0.035,0.0472,0.1164,0.0486,0.262,0.037,0.042,0.18,0.06,0.06,0.146,0.04,0.14,0.074,0.284,0.184,0.14,0.34,0.46,0.2,0.24,0.28,0.46,0.17,0.33,1.56
