cd_conta_padrao,ds_conta_padrao,2019-T4,2020-T1,2020-T2,2020-T3,2020-T4,2021-T1,2021-T2,2021-T3,2021-T4,2022-T1,2022-T2,2022-T3,2022-T4,2023-T1,2023-T2,2023-T3,2023-T4,2024-T1,2024-T2,2024-T3,2024-T4,2025-T1,2025-T2,2025-T3
1,Ativo Total,802128.0,1059525.0,1322073.0,1650200.0,2370629.0,2777575.0,2458416.0,2970185.0,3088179.0,3105675.0,3342866.0,3459015.0,3774957.0,3288865.0,3181564.0,3821647.0,4014481.0,3473514.0,3654948.0,3580115.0,2367614.0,2105580.0,2044103.0,1954226.0
1.01,Ativo Circulante,397835.0,576953.0,820055.0,1066263.0,1667824.0,1895325.0,1512709.0,1936457.0,1986036.0,1977013.0,2195193.0,2285013.0,2597564.0,2089068.0,1950161.0,2586438.0,2724116.0,2180025.0,2367105.0,2285015.0,1062544.0,819003.0,750573.0,737170.0
1.01.01,Caixa e Equivalentes de Caixa,65702.0,13419.0,155188.0,222235.0,684554.0,821209.0,478157.0,905055.0,892933.0,739162.0,860895.0,856392.0,1061718.0,828913.0,846053.0,743647.0,1063522.0,701434.0,977427.0,881323.0,345841.0,112714.0,67568.0,29388.0
1.01.02,Aplicações Financeiras,0.0,0.0,14263.0,16009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.01.03,Contas a Receber,98532.0,190365.0,112452.0,202807.0,220132.0,270588.0,119977.0,166599.0,126877.0,149526.0,74663.0,0.0,0.0,0.0,0.0,801734.0,713400.0,633296.0,583877.0,707376.0,343639.0,308513.0,332991.0,281497.0
1.01.04,Estoques,167259.0,312593.0,473567.0,542199.0,617582.0,630067.0,751961.0,719336.0,801396.0,889623.0,1000098.0,1118559.0,1303250.0,1091076.0,968645.0,917776.0,848583.0,776272.0,731436.0,672812.0,320352.0,351781.0,307668.0,309637.0
1.01.05,Ativos Biológicos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.01.06,Tributos a Recuperar,35575.0,47376.0,64585.0,66708.0,80862.0,92690.0,98441.0,105525.0,144200.0,175670.0,210221.0,213665.0,137042.0,93179.0,60628.0,59764.0,38520.0,35887.0,34378.0,17234.0,22764.0,28688.0,23410.0,96840.0
1.01.07,Despesas Antecipadas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.01.08,Outros Ativos Circulantes,30767.0,13200.0,0.0,16305.0,64694.0,80771.0,64173.0,39942.0,20630.0,23032.0,49316.0,96397.0,95554.0,75900.0,74835.0,63517.0,60091.0,33136.0,39987.0,6270.0,29948.0,17307.0,18936.0,19808.0
1.02,Ativo Não Circulante,404293.0,482572.0,502018.0,583937.0,702805.0,882250.0,945707.0,1033728.0,1102143.0,1128662.0,1147673.0,1174002.0,1177393.0,1199797.0,1231403.0,1235209.0,1290365.0,1293489.0,1287843.0,1295100.0,1305070.0,1286577.0,1293530.0,1217056.0
1.02.01,Ativo Realizável a Longo Prazo,59786.0,100063.0,95094.0,90803.0,81211.0,92171.0,97494.0,106483.0,125423.0,137272.0,147078.0,157331.0,169382.0,178124.0,194175.0,208481.0,229562.0,242873.0,256215.0,267948.0,296790.0,292985.0,304389.0,249669.0
1.02.02,Investimentos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.02.03,Imobilizado,343985.0,381926.0,406391.0,492650.0,620306.0,787811.0,846089.0,924469.0,974124.0,988974.0,997084.0,1012489.0,1004040.0,1018025.0,1033757.0,1023312.0,1057726.0,1047876.0,974990.0,968137.0,970593.0,956188.0,954161.0,926154.0
1.02.04,Intangível,522.0,583.0,533.0,484.0,1288.0,2268.0,2124.0,2776.0,2596.0,2416.0,3511.0,4182.0,3971.0,3648.0,3471.0,3416.0,3077.0,2740.0,56638.0,59015.0,37687.0,37404.0,34980.0,41233.0
