cd_conta_padrao,ds_conta_padrao,2019-T4,2020-T1,2020-T2,2020-T3,2020-T4,2021-T1,2021-T2,2021-T3,2021-T4,2022-T1,2022-T2,2022-T3,2022-T4,2023-T1,2023-T2,2023-T3,2023-T4,2024-T1,2024-T2,2024-T3,2024-T4,2025-T1,2025-T2,2025-T3
6,Demonstração do Fluxo de Caixa (Método Indireto),246662.0,-268451.0,538772.0,185897.0,1655487.0,1913293.0,-1303055.0,1889124.0,37944.0,1054659.0,516191.0,24676.0,853568.0,1005672.0,188278.0,-585595.0,1324066.0,553171.0,1380371.0,-443266.0,-2697329.0,-494178.0,-180340.0,-173889.0
6.01,Fluxo de Caixa das Atividades Operacionais,121420.0,-189511.0,-28304.0,-83505.0,-193789.0,-2435.0,69894.0,180956.0,86503.0,-117582.0,29621.0,42617.0,32045.0,-186782.0,119503.0,-175682.0,44170.0,-125300.0,278267.0,-58844.0,-554182.0,-253909.0,-766.0,-21110.0
6.02,Fluxo de Caixa das Atividades de Investimento,-148359.0,-42959.0,-31314.0,-68996.0,-152890.0,-175662.0,-68821.0,-85193.0,-64712.0,-29365.0,-27472.0,-32046.0,1775.0,-28245.0,-32099.0,-5013.0,-539.0,-14866.0,-23708.0,-29380.0,-25908.0,-8217.0,-48059.0,-5843.0
6.03,Fluxo de Caixa das Atividades de Financiamento,23859.0,179581.0,201387.0,220155.0,808998.0,314752.0,-344866.0,331711.0,-33984.0,-5365.0,119219.0,-15000.0,171725.0,-17540.0,-70049.0,78000.0,276640.0,-222143.0,19566.0,-7886.0,43389.0,29556.0,4689.0,-11286.0
6.04,Variação Cambial sobre Caixa e Equivalentes,0.0,0.0,0.0,0.0,0.0,0.0,741.0,-576.0,71.0,-1459.0,366.0,-75.0,-219.0,-238.0,-215.0,289.0,-396.0,221.0,1868.0,6.0,1219.0,-557.0,-1010.0,59.0
6.05,Aumento/Redução de Caixa e Equivalentes,-3080.0,-52889.0,141769.0,67654.0,462319.0,136655.0,-343052.0,426898.0,-12122.0,-153771.0,121734.0,-4504.0,205326.0,-232805.0,17140.0,-102406.0,319875.0,-362088.0,275993.0,-96104.0,-535482.0,-233127.0,-45146.0,-38180.0
6.06,Caixa e Equivalentes no Início do Período,,,,,,,,,,,,,,,,,,,,,,,,
6.07,Caixa e Equivalentes no Final do Período,,,,,,,,,,,,,,,,,,,,,,,,
