especie,2010T4,2011T4,2012T4,2013T4,2014T4,2015T4,2016T4,2017T4,2018T4,2019T4,2020T4,2021T4,2022T4,2023T4,2024T4,2026T1
ON,184551230,185448891,185516133,185532726,185532726,204085999,204085999,204085999,204085999,261666739,261666739,342835570,342842912,342842912,513456043,ON
TOTAL,184551230,185448891,185516133,185532726,185532726,204085999,204085999,204085999,204085999,261666739,261666739,342835570,342842912,342842912,513456043,TOTAL
