Dividendos_Pagos,2010T3,2010T4,2011T2,2011T3,2012T2,2012T4,2013T2,2014T2,2015T2
Dividendos + JCP Pagos no Trimestre,0.1684,0.1145,0.1375,0.5419,0.1703,0.2081,0.1156,0.1094,0.0654
