Dividendos_Pagos,2021T4,2022T2,2022T4,2023T2,2023T4,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,0.2446,0.2958,0.3528,0.5104,0.5,0.5663,0.28,0.234,0.3117,0.3202,0.31,0.32
