cd_conta_padrao,ds_conta_padrao,2015-T2,2015-T3,2015-T4,2016-T1,2016-T2,2016-T3,2016-T4,2017-T1,2017-T2,2017-T3,2017-T4,2018-T1,2018-T2,2018-T3,2018-T4,2019-T1,2019-T2,2019-T3,2019-T4,2020-T1,2020-T2,2020-T3,2020-T4,2021-T1,2021-T2,2021-T3,2021-T4,2022-T1,2022-T2,2022-T3,2022-T4,2023-T1,2023-T2,2023-T3,2023-T4,2024-T1,2024-T2,2024-T3,2024-T4,2025-T1,2025-T2,2025-T3
1,Ativo Total,3251513.0,3466183.0,3701062.0,4054522.0,3344547.0,3644445.0,3932805.0,4280835.0,3826311.0,4182877.0,4489179.0,4907417.0,4138449.0,4495343.0,4674549.0,5071904.0,5510588.0,5009204.0,5416716.0,5572127.0,6039145.0,4811997.0,9457308.0,10865035.0,10502357.0,10911013.0,10655114.0,11232995.0,11038651.0,11910014.0,11709268.0,14017541.0,13456728.0,14400965.0,14004319.0,14865194.0,13700467.0,13943235.0,14024016.0,14254621.0,14423704.0,14624520.0
1.01.01+1.01.02,Disponibilidades e Aplicações,200.0,22335.0,52113.0,97834.0,137575.0,170241.0,218838.0,310552.0,232821.0,314239.0,393646.0,501248.0,374083.0,460297.0,249773.0,323661.0,1183247.0,347212.0,501728.0,390342.0,1034542.0,795660.0,773424.0,394987.0,427808.0,618570.0,362375.0,971093.0,630795.0,1272550.0,918060.0,1296084.0,826214.0,1879158.0,851249.0,1264276.0,885097.0,913492.0,1209921.0,1205129.0,1113400.0,1104196.0
1.01.03,Créditos Operacionais,0.0,19976.0,34321.0,33295.0,31323.0,43178.0,37311.0,44276.0,48258.0,47200.0,41955.0,130672.0,51994.0,57275.0,81669.0,105784.0,107424.0,106195.0,95366.0,85003.0,107074.0,149083.0,105871.0,132194.0,117559.0,130351.0,165086.0,151416.0,159411.0,130691.0,105715.0,102112.0,140461.0,124900.0,152522.0,132890.0,172591.0,137307.0,153339.0,173626.0,137538.0,157674.0
1.01.90,Ativos de Resseguro,488025.0,547054.0,596178.0,1033220.0,40750.0,73521.0,233374.0,648963.0,19985.0,30341.0,255590.0,702132.0,13547.0,13811.0,264961.0,760797.0,20430.0,30796.0,291047.0,284483.0,15371.0,27028.0,32473.0,673274.0,6971.0,27269.0,443931.0,376259.0,28061.0,32840.0,643215.0,821663.0,19333.0,22550.0,460825.0,1057039.0,354493.0,233686.0,606202.0,654901.0,466513.0,670514.0
1.02.02.01,Participações em Coligadas,2763288.0,2876818.0,3018450.0,2890173.0,3134899.0,3357505.0,3443282.0,3277044.0,3525247.0,3791097.0,3797988.0,3573365.0,3698825.0,3963960.0,4078099.0,3881617.0,4199446.0,4524962.0,4528539.0,4812265.0,4882125.0,3840196.0,8545512.0,9664555.0,9949996.0,10134803.0,9683704.0,9734212.0,10220356.0,10473908.0,10042256.0,11797664.0,12470705.0,12374345.0,12539712.0,12410979.0,12288277.0,12658742.0,12054547.0,12220913.0,12695842.0,12681881.0
1.02.01.04,Tributos Diferidos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.02.03+1.03,Imobilizado e Intangível,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10365.0,10209.0
