cd_conta_padrao,ds_conta_padrao,2020-T1,2020-T2,2020-T3,2020-T4,2021-T1,2021-T2,2021-T3,2021-T4,2022-T1,2022-T2,2022-T3,2022-T4,2023-T1,2023-T2,2023-T3,2023-T4,2024-T1,2024-T2,2024-T3,2024-T4,2025-T1,2025-T2,2025-T3
6.01,Fluxo de Caixa das Atividades Operacionais,42814.0,644199.0,1454119.0,820737.0,104049.0,812822.0,190762.0,477643.0,608718.0,547072.0,641755.0,618769.0,241928.0,1060506.0,1052937.0,472071.0,413049.0,1319725.0,868493.0,998445.0,930299.0,868793.0,921174.0
6.01.DA,Depreciação e Amortização,,,1389.0,2780.0,1006.0,3.0,0.0,1957.0,0.0,0.0,0.0,2739.0,4.0,3018.0,-3742.0,3386.0,2.0,0.0,1.0,3722.0,5.0,80.0,799.0
6.02,Fluxo de Caixa das Atividades de Investimento,0.0,-163299.0,-606426.0,-849626.0,220550.0,-36069.0,-156866.0,222614.0,-608244.0,340009.0,-641600.0,439477.0,-242204.0,469597.0,-1052805.0,1028060.0,-413236.0,379464.0,-28437.0,-296484.0,4647.0,91715.0,9130.0
6.03,Fluxo de Caixa das Atividades de Financiamento,-154200.0,0.0,-1690000.0,0.0,-321242.0,-780000.0,0.0,-733838.0,0.0,-887370.0,0.0,-1058340.0,0.0,-1530376.0,0.0,-1500000.0,0.0,-1699014.0,-840000.0,-702000.0,-935090.0,-960523.0,-930376.0
6.04,Variação Cambial s/ Caixa e Equivalentes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.05,Aumento (Redução) de Caixa e Equivalentes,-111386.0,480900.0,-842307.0,-28889.0,3357.0,-3247.0,33896.0,-33581.0,474.0,-289.0,155.0,-94.0,-276.0,-273.0,132.0,131.0,-187.0,175.0,56.0,-39.0,-144.0,-15.0,-72.0
6.05.01,Saldo Inicial de Caixa e Equivalentes,501728.0,390342.0,871243.0,28935.0,45.0,3402.0,155.0,34051.0,470.0,944.0,655.0,810.0,716.0,440.0,167.0,299.0,430.0,243.0,418.0,474.0,435.0,291.0,276.0
6.05.02,Saldo Final de Caixa e Equivalentes,390342.0,871243.0,28935.0,46.0,3402.0,155.0,34051.0,470.0,944.0,655.0,810.0,716.0,440.0,167.0,299.0,430.0,243.0,418.0,474.0,435.0,291.0,276.0,204.0
