Dividendos_Pagos,1996T2,1997T2,1998T2,1999T2,2000T2,2001T2,2002T2,2003T2,2003T4,2004T4,2005T4,2006T4,2007T4,2008T2,2008T4,2009T2,2009T4,2010T2,2010T4,2011T2,2011T4,2012T2,2012T4,2013T2,2013T4,2014T2,2014T4,2015T4,2016T4,2017T4,2018T4,2019T2,2019T4,2020T3,2020T4,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,1.52,2.0,2.1,2.3918,2.4,2.4,3.2,4.9464,5.82,7.77,5.88,8.4,0.812,0.21,0.9702,0.5681,1.144,0.536,1.344,0.315,1.365,0.42,1.575,0.42,1.575,0.42,1.575,1.05,1.05,1.05,1.24,0.76,0.76,0.76,0.6825,2.7371,0.735,0.84,0.63,1.89,1.26,1.26,0.63,3.045,1.47,1.47,0.84,1.47,1.68,0.84,1.26,1.26,5.46
