Dividendos_Pagos,2001T3,2001T4,2002T2,2002T4,2003T1,2003T3,2003T4,2004T1,2004T2,2004T3,2004T4,2005T1,2005T2,2005T3,2005T4,2006T1,2006T2,2006T3,2006T4,2007T1,2007T2,2007T3,2007T4,2008T1,2008T2,2008T3,2008T4,2009T1,2009T4,2010T2,2010T3,2010T4,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2015T4,2016T3,2016T4,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,0.8358,2.016,1.4,3.26,1.3,0.68,3.06,1.28,0.65,0.92,1.06,1.9,0.9,0.96,0.9,0.84,0.6,0.7,0.7,0.7,0.68,0.58,0.68,0.58,0.82,0.72,0.36,0.08,0.51,0.24,0.28,0.24,0.12,0.12,0.18,0.24,0.16,0.12,0.18,0.14,0.04,0.04,0.14,0.24,0.14,0.14,0.12,0.1,0.14,0.12,0.1,0.08,0.06,0.04,0.04,0.06,0.06,0.16,0.28,0.26,0.2,0.14,0.14,0.08,0.06,0.58,0.26,0.8,1.84,3.24,0.4,1.14,1.42,4.3,0.4,1.02,0.86,0.94,0.2,0.56,0.24,0.6,0.2,0.24,0.24,0.56
