cd_conta,ds_conta,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
3.01,Receita de Venda de Bens e/ou Serviços,10447376.0,10759391.0,11925345.0,10449129.0,10084511.0,10248778.0,8698749.0,8619629.0,8458664.0,9165853.0,9476204.0,9816898.0,10388800.0,12035355.0,12835621.0,10899702.0,10025661.0,10154053.0,9930829.0,9533467.0,9227541.0,8744833.0,12222108.0,13620179.0,16342984.0,19130116.0,21317057.0,21554924.0,20330491.0,22968442.0,21149232.0,17964045.0,18872303.0,18265370.0,17063258.0,14715516.0,16210263.0,16615817.0,17378032.0,16822544.0,17375336.0,17525750.0,17983143.0
3.02,Custo dos Bens e/ou Serviços Vendidos,-9335523.0,-9577977.0,-10714442.0,-9662584.0,-9271833.0,-9165474.0,-7652292.0,-8098342.0,-7804777.0,-8229142.0,-8501724.0,-8777352.0,-9049700.0,-10390656.0,-10973599.0,-9596145.0,-8756650.0,-8881496.0,-8945657.0,-8856923.0,-8372080.0,-8026768.0,-10525273.0,-10959981.0,-12546075.0,-13715929.0,-14897908.0,-16367809.0,-15149489.0,-17064511.0,-16411378.0,-15035778.0,-15243628.0,-14987029.0,-14270585.0,-13082750.0,-13790544.0,-14428921.0,-14801417.0,-14802534.0,-15428783.0,-15495203.0,-15841051.0
3.03,Resultado Bruto,1111853.0,1181414.0,1210903.0,786545.0,812678.0,1083304.0,1046457.0,521287.0,653887.0,936711.0,974480.0,1039546.0,1339100.0,1644699.0,1862022.0,1303557.0,1269011.0,1272557.0,985172.0,676544.0,855461.0,718065.0,1696835.0,2660198.0,3796909.0,5414187.0,6419149.0,5187115.0,5181002.0,5903931.0,4737854.0,2928267.0,3628675.0,3278341.0,2792673.0,1632766.0,2419719.0,2186896.0,2576615.0,2020010.0,1946553.0,2030547.0,2142092.0
3.04,Despesas/Receitas Operacionais,-626613.0,-623463.0,-2484680.0,-3771471.0,-611652.0,-654417.0,-453090.0,-3380927.0,-552918.0,-456621.0,-394080.0,-1100933.0,-375579.0,-464527.0,-590568.0,-671478.0,-279008.0,-347420.0,-283708.0,-109214.0,-382052.0,-57721.0,-317093.0,-20692.0,-239022.0,-148507.0,-969616.0,-1151483.0,-167475.0,-113295.0,-275338.0,-443493.0,-663762.0,-393437.0,-408533.0,-586004.0,-332593.0,-566829.0,-455148.0,-361468.0,-560647.0,-545210.0,-483343.0
3.04.02,Despesas Gerais e Administrativas,-480442.0,-452181.0,-434561.0,-430299.0,-429554.0,-401965.0,-344167.0,-352576.0,-301047.0,-287139.0,-265667.0,-276090.0,-269996.0,-273382.0,-277071.0,-262000.0,-238668.0,-231833.0,-248810.0,-234806.0,-250455.0,-209415.0,-239308.0,-318257.0,-314095.0,-307956.0,-339687.0,-428383.0,-326416.0,-337778.0,-371254.0,-419144.0,-363807.0,-388209.0,-354804.0,-384621.0,-317929.0,-344470.0,-354526.0,-387134.0,-348958.0,-351505.0,-316376.0
3.04.05,Outras Despesas Operacionais,-30038.0,-37199.0,-18925.0,-30269.0,-7409.0,-131567.0,-63123.0,-29646.0,-5456.0,-104724.0,-55770.0,-724619.0,-21754.0,-98206.0,-233328.0,-331632.0,-14444.0,-14219.0,-80803.0,-99225.0,-2428.0,-245997.0,-150122.0,-311570.0,-81349.0,-43000.0,-283306.0,-215287.0,-18970.0,-44045.0,-74528.0,-72580.0,-50252.0,-80404.0,-89337.0,-313211.0,-709417.0,-200388.0,-161296.0,-849556.0,-51422.0,-92087.0,-96447.0
3.04.05.02,Depreciação e amortização,,,,,,-105048.0,-63123.0,109948.0,,-72478.0,0.0,-649204.0,-18257.0,-50382.0,-55701.0,-290167.0,0.0,0.0,0.0,0.0,,,,0.0,,-125.0,-1038.0,1163.0,,-1976.0,6056.0,-4080.0,,3533.0,-4084.0,551.0,808367.0,-4264.0,-5016.0,-799087.0,0.0,0.0,50.0
3.04.06,Resultado de Equivalência Patrimonial,6535.0,7267.0,5508.0,-43812.0,-7581.0,-109.0,-2269.0,-2812.0,-810.0,-2429.0,-29172.0,-2186.0,17749.0,23777.0,-2589.0,-28796.0,14228.0,-38587.0,9685.0,-2376.0,10490.0,-4090.0,71495.0,74674.0,148959.0,236979.0,271119.0,-93899.0,308568.0,386851.0,281494.0,174914.0,353954.0,233590.0,182070.0,57992.0,79116.0,108082.0,198922.0,78347.0,9270.0,26443.0,88744.0
3.05,Resultado Antes do Resultado Financeiro e dos Tributos,485240.0,557951.0,-1273777.0,-2984926.0,201026.0,428887.0,593367.0,-2859640.0,1206805.0,480090.0,580400.0,-1167223.0,963521.0,1180172.0,1271454.0,632079.0,990003.0,925137.0,701464.0,567330.0,473409.0,775786.0,1379742.0,2565448.0,3557887.0,5562694.0,7388765.0,4513676.0,5013527.0,5790636.0,4462516.0,2484774.0,4292437.0,2884904.0,2384140.0,891246.0,2752312.0,1620067.0,2121467.0,993356.0,1385906.0,1485337.0,1658749.0
3.06,Resultado Financeiro,-898565.0,-206882.0,-1381337.0,-392112.0,38598.0,-22692.0,-497076.0,-464085.0,53716.0,-504957.0,-254076.0,-438031.0,-342564.0,-713663.0,-441514.0,-392054.0,-374733.0,-300266.0,-562397.0,-271818.0,-231266.0,-329930.0,-303336.0,-834175.0,-270716.0,57880.0,77579.0,-615197.0,-503394.0,-361084.0,-530179.0,-497769.0,-50095.0,-422735.0,-477754.0,-155538.0,-475747.0,-597278.0,-322793.0,-627669.0,-307888.0,-334739.0,-222785.0
