Dividendos_Pagos,2021T2,2021T4,2022T2,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,0.0391,0.0608,0.0631,0.1173,0.0359,0.0699,0.0376,0.0323,0.0401,0.0904,0.0442,0.0465,0.0546,0.0951,0.0763,0.0764
