Preço_Fechamento,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2026T1
Preço de Fechamento Ajustado,,,,11.9,11.08,14.33,14.15,12.06,10.72,8.33,11.26,9.93,10.17,12.03,12.66,14.42,11.75,10.4,10.2,8.7,10.71,14.81,16.94,16.14
