cd_conta,ds_conta,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
3.01,Receita de Venda de Bens e/ou Serviços,56100.0,23432.0,66269.0,121519.0,63713.0,94439.0,124781.0,151659.0,112524.0,131443.0,138147.0,185312.0,141690.0,155775.0,164278.0,221947.0,162131.0,192002.0,204335.0,273291.0,212786.0,242091.0,268529.0
3.02,Custo dos Bens e/ou Serviços Vendidos,-26702.0,-9701.0,-27279.0,-47804.0,-22923.0,-38146.0,-54527.0,-59034.0,-44911.0,-60274.0,-59048.0,-76423.0,-58383.0,-66874.0,-69902.0,-94101.0,-66695.0,-84783.0,-90937.0,-118701.0,-82968.0,-103434.0,-126843.0
3.03,Resultado Bruto,29398.0,13731.0,38990.0,73715.0,40790.0,56293.0,70254.0,92625.0,67613.0,71169.0,79099.0,108889.0,83307.0,88901.0,94376.0,127846.0,95436.0,107219.0,113398.0,154590.0,129818.0,138657.0,141686.0
3.04,Despesas/Receitas Operacionais,-28025.0,-15496.0,-28864.0,-42984.0,-32242.0,-38564.0,-46547.0,-52241.0,-39241.0,-46682.0,-49551.0,-66078.0,-51345.0,-54223.0,-59470.0,-80678.0,-61121.0,-71314.0,-76644.0,-97358.0,-79497.0,-89560.0,-94234.0
3.04.02,Despesas Gerais e Administrativas,-13631.0,-6607.0,-12670.0,-16448.0,-14211.0,-19301.0,-19468.0,-23291.0,-17517.0,-22138.0,-22356.0,-28268.0,-22030.0,-27696.0,-28412.0,-35899.0,-29861.0,-35080.0,-36243.0,-46961.0,-38339.0,-44400.0,-46124.0
3.04.05,Outras Despesas Operacionais,-308.0,0.0,0.0,-308.0,-701.0,0.0,0.0,-701.0,-2803.0,0.0,0.0,-2803.0,-50.0,0.0,0.0,-50.0,-307.0,0.0,0.0,-307.0,-490.0,0.0,0.0
3.04.05.02,Depreciação e amortização,,,,,,,,,,,,,,,,,,,,,,,
3.04.06,Resultado de Equivalência Patrimonial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.05,Resultado Antes do Resultado Financeiro e dos Tributos,1373.0,-1765.0,10126.0,30731.0,8548.0,17729.0,23707.0,40384.0,28372.0,24487.0,29548.0,42811.0,31962.0,34678.0,34906.0,47168.0,34315.0,35905.0,36754.0,57232.0,50321.0,49097.0,47452.0
3.06,Resultado Financeiro,-1127.0,-900.0,-717.0,-2363.0,11.0,-1077.0,-850.0,279.0,-1226.0,-798.0,-1143.0,-1630.0,-2660.0,-2881.0,-3051.0,-3192.0,-3534.0,-3937.0,-5329.0,-3966.0,-7685.0,-6945.0,-8534.0
3.06.01,Receitas Financeiras,838.0,1103.0,3169.0,632.0,1410.0,1346.0,1895.0,1968.0,2167.0,2652.0,3244.0,2200.0,1986.0,2217.0,2780.0,1983.0,2547.0,2313.0,1824.0,2517.0,1105.0,942.0,748.0
3.06.02,Despesas Financeiras,-1965.0,-2003.0,-3886.0,-2995.0,-1399.0,-2423.0,-2745.0,-1689.0,-3393.0,-3450.0,-4387.0,-3830.0,-4646.0,-5098.0,-5831.0,-5175.0,-6081.0,-6250.0,-7153.0,-6483.0,-8790.0,-7887.0,-9282.0
3.07,Resultado Antes dos Tributos sobre o Lucro,246.0,-2665.0,9409.0,28368.0,8559.0,16652.0,22857.0,40663.0,27146.0,23689.0,28405.0,41181.0,29302.0,31797.0,31855.0,43976.0,30781.0,31968.0,31425.0,53266.0,42636.0,42152.0,38918.0
3.08,Imposto de Renda e Contribuição Social sobre o Lucro,-812.0,-1284.0,-2544.0,-4887.0,-1332.0,-3271.0,-1389.0,-5592.0,-7169.0,-6419.0,-3920.0,-6453.0,-4215.0,-4966.0,-4691.0,-8648.0,-4396.0,-5723.0,-6900.0,-12668.0,-7845.0,-8163.0,-9016.0
3.09,Resultado Líquido das Operações Continuadas,566.0,1381.0,6865.0,17019.0,7227.0,13381.0,21468.0,35071.0,19977.0,17270.0,24485.0,34728.0,25087.0,26831.0,27164.0,35328.0,26385.0,26245.0,24525.0,40598.0,34791.0,33989.0,29902.0
3.10,Resultado Líquido de Operações Descontinuadas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.11,Lucro/Prejuízo Consolidado do Período,566.0,1381.0,6865.0,17019.0,7227.0,13381.0,21468.0,35071.0,19977.0,17270.0,24485.0,34728.0,25087.0,26831.0,27164.0,35328.0,26385.0,26245.0,24525.0,40598.0,34791.0,33989.0,29902.0
3.11.01,Atribuído a Sócios da Empresa Controladora,-566.0,-1381.0,6865.0,20913.0,7227.0,13381.0,0.0,56539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33984.0,0.0
3.11.02,Atribuído a Sócios Não Controladores,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,-237.0
3.99,Lucro por Ação (Reais/Ação),0.00059626,0.00145484,0.0074,0.0204,0.00078,0.094,0.1507,0.29602,0.1402,0.1212,0.1713,0.2453,0.1774,0.1898,0.1922,0.2498,0.1866,0.1856,0.175,0.2917,0.2586,0.2404,0.2185
