Dividendos_Pagos,1995T4,1996T1,1996T2,1996T3,1996T4,1997T1,1997T2,1997T3,1997T4,1998T1,1998T2,1998T3,1998T4,1999T1,1999T2,1999T3,1999T4,2000T1,2000T2,2000T3,2000T4,2001T1,2001T2,2001T3,2001T4,2002T1,2002T2,2002T3,2002T4,2003T1,2003T2,2003T3,2003T4,2004T1,2004T2,2004T3,2004T4,2005T1,2005T2,2005T3,2005T4,2006T1,2006T2,2006T3,2006T4,2007T1,2007T2,2007T3,2007T4,2008T1,2008T2,2008T3,2008T4,2009T1,2009T2,2009T3,2009T4,2010T1,2010T2,2010T3,2010T4,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,0.012,0.06,0.06,0.26,0.06,0.26,0.0682,0.3282,0.8145,0.0741,0.0741,0.5515,0.6714,0.0741,0.0741,0.3212,1.2049,0.0741,0.0741,0.3212,0.9098,0.0741,0.2224,0.0741,0.8091,0.0741,0.2224,0.0741,0.9544,0.0791,0.3854,0.0889,1.1645,0.0889,2.6683,0.8894,12.3125,0.3174,1.5561,0.3591,3.9868,0.8821,0.8948,0.2065,3.0484,0.2933,0.4353,0.1136,2.0833,0.1782,0.3407,0.0757,1.2758,0.0808,0.0833,0.4099,1.1328,0.1283,0.4099,0.0833,1.0965,0.2508,0.4099,0.0861,1.3016,0.1709,0.496,0.1186,1.1949,0.2582,0.5139,0.1186,0.796,0.5256,0.5138,0.1186,1.3582,0.4192,0.4712,0.1087,1.7209,0.1087,0.471,1.308,0.6478,0.1087,0.4709,0.1087,1.693,0.1087,0.4709,0.1087,1.5027,0.1087,0.471,0.1087,3.1579,0.2309,0.1087,0.1087,0.9015,0.1503,0.1087,1.1377,0.5628,0.1087,0.484,0.1087,0.1087,1.2224,0.4846,0.1087,1.4239,0.1087,0.8629,0.4858,0.6699,0.5436,0.676,0.676,0.8462
