cd_conta,conta,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2025T4
2,Passivo Total,1701376036.0,1735945156.0,1861372023.0,1799615675.0,1828731521.0,1863388514.0,1895059109.0,1927523249.0,1956078468.0,2003850390.0,2017703133.0,2069506045.0,2054649704.0,2147570089.0,2202774724.0,2202774724.0
2.02,Passivos Financeiros ao Custo Amortizado,1157445933.0,1182455324.0,1297542459.0,1239685337.0,1253819925.0,1273452273.0,1299124546.0,1323281107.0,1330853515.0,1377228328.0,1376184784.0,1422679055.0,1393299491.0,1461910941.0,1507942703.0,1507942703.0
2.02.01,Depósitos,548735486.0,567554295.0,590830982.0,593422900.0,589215657.0,593975382.0,613928452.0,625792757.0,609717276.0,619007422.0,616723671.0,648766205.0,622504842.0,642163670.0,667094792.0,667094792.0
2.04,Passivos Fiscais,2855637.0,4138764.0,4552752.0,3226329.0,4013030.0,3886823.0,3915438.0,3154183.0,2462057.0,2634765.0,3322718.0,3708282.0,2759901.0,3370842.0,3834822.0,3834822.0
2.05,Outros Passivos,41688942.0,43866796.0,43818216.0,41052291.0,42650308.0,47079317.0,45591536.0,47924619.0,50795719.0,52062507.0,58464008.0,55381892.0,59041739.0,63934543.0,60364091.0,60364091.0
2.03,Provisões,324172173.0,329705957.0,336747044.0,343569130.0,339042635.0,347755205.0,357452101.0,370606996.0,378972071.0,385651245.0,395635506.0,402553713.0,413055593.0,424109847.0,433346068.0,433346068.0
2.07,Patrimônio Líquido Consolidado,154222266.0,156864553.0,161842815.0,158741264.0,163046282.0,167059682.0,166886152.0,167014124.0,166498908.0,165151206.0,167653558.0,168942492.0,171050827.0,174542189.0,176144427.0,176144427.0
2.07.01,Patrimônio Líquido Atribuído ao Controlador,153777736.0,156434634.0,161359321.0,158265358.0,162485997.0,166454090.0,166230067.0,166330965.0,165864572.0,164632437.0,167127865.0,168409653.0,170501799.0,174053985.0,175635225.0,175635225.0
2.07.01.01,Capital Social Realizado,87100000.0,87100000.0,87100000.0,87100000.0,87100000.0,87100000.0,87100000.0,87100000.0,87100000.0,87100000.0,87100000.0,87100000.0,87100000.0,87100000.0,87100000.0,87100000.0
2.07.01.02,Reservas de Capital,106469.0,106469.0,106469.0,-117908.0,-117908.0,106469.0,106469.0,106469.0,106469.0,106469.0,-336266.0,-462259.0,-62156.0,-62156.0,-62156.0,-62156.0
2.07.01.04,Reservas de Lucros,67260264.0,71902811.0,74467977.0,73143422.0,74545773.0,75943906.0,77729488.0,76730043.0,78031915.0,79889088.0,82708074.0,84532203.0,86457351.0,88934357.0,91346664.0,91346664.0
2.07.01.08,Outros Resultados Abrangentes,-1894530.0,-3943198.0,-2210090.0,-3104199.0,-28754.0,2844442.0,1948511.0,3159773.0,1456730.0,-1052560.0,-606210.0,-250645.0,-286497.0,788797.0,661657.0,661657.0
2.07.02,Patrimônio Líquido Atribuído aos Não Controladores,444530.0,429919.0,483494.0,475906.0,560285.0,605592.0,656085.0,683159.0,634336.0,518769.0,525693.0,532839.0,549028.0,488204.0,509202.0,509202.0
