Dividendos_Pagos,1996T1,1997T1,1998T1,1999T1,2000T1,2001T1,2001T2,2001T3,2002T1,2002T4,2003T1,2003T4,2004T1,2004T3,2005T1,2005T2,2005T4,2006T2,2006T4,2007T2,2007T3,2007T4,2008T1,2008T2,2008T4,2009T2,2009T3,2009T4,2010T2,2010T3,2010T4,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2013T2,2014T2,2018T2,2018T3,2018T4,2019T2,2019T3,2019T4,2020T3,2021T2,2021T3,2021T4,2022T2,2022T3,2022T4,2023T2,2023T3,2023T4,2024T2,2024T3,2024T4,2025T2,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,6.1353,7.5659,7.9365,11.0996,16.32,4.62,2.04,0.06,4.56,2.0,3.24,6.0,4.46,6.0,3.3362,4.0,1.0,1.2494,2.9,0.7212,1.0,1.0,0.602,0.4104,1.6,0.6808,1.0,0.4,0.9066,0.4,0.68,0.3054,0.6484,0.4,0.4,0.6453,0.4,1.0582,1.5356,0.1,0.1,0.95,0.2195,0.4,0.82,0.2404,1.5857,3.2198,6.501,13.3715,13.464,6.6978,9.6475,2.2986,2.6907,7.9386,2.1064,5.7599,3.3146,1.3438,1.8864
