Ticker,Preço_Fechamento,2010T1,2010T2,2010T3,2010T4,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
PETR3,Preço de Fechamento Ajustado,10.01,7.91,7.81,7.94,8.53,6.94,5.57,6.19,6.62,5.2,6.41,5.38,4.65,4.07,4.67,4.4,4.12,4.63,4.92,2.74,2.73,4.0,2.44,2.44,3.03,3.28,4.32,4.83,4.32,3.77,4.51,4.82,6.66,5.55,6.94,7.32,8.97,8.68,8.78,9.37,4.14,6.54,5.85,8.54,7.08,9.27,9.11,11.13,12.77,13.29,17.4,16.58,15.66,23.06,27.31,29.12,28.6,33.15,33.09,35.63,36.91,32.43,32.81
PETR4,Preço de Fechamento Ajustado,7.71,5.94,6.08,6.16,6.44,5.46,4.43,5.03,5.54,4.38,5.37,4.68,4.42,4.03,4.58,4.26,3.94,4.61,4.82,2.67,2.57,3.38,1.93,1.79,2.21,2.51,3.62,3.96,3.86,3.3,4.08,4.29,5.71,4.59,5.65,6.31,7.8,7.65,7.75,8.67,4.02,6.19,5.63,8.14,6.92,8.74,8.57,10.05,11.82,12.03,15.77,13.87,13.27,20.06,24.43,27.3,27.38,30.78,29.96,32.51,33.38,29.75,30.51
