cd_conta,ds_conta,2010T1,2010T2,2010T3,2010T4,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
3.01,Receita de Venda de Bens e/ou Serviços,50412070.0,53631379.0,54739043.0,54491177.0,54800499.0,61468746.0,64179020.0,63727877.0,66134031.0,68047270.0,73792933.0,73405248.0,72535347.0,73626250.0,77700318.0,81028019.0,81544805.0,82298000.0,88377000.0,85040195.0,74353000.0,79943000.0,82239000.0,85103000.0,70337000.0,71320000.0,70443000.0,70489000.0,68365000.0,66996000.0,71822000.0,76512000.0,74461000.0,84395000.0,98260000.0,92720000.0,79999000.0,72567000.0,77051000.0,72628000.0,75469000.0,50898000.0,70730000.0,74972000.0,86174000.0,110710000.0,121594000.0,134190000.0,141641000.0,170960000.0,170076000.0,158579000.0,139068000.0,113840000.0,124828000.0,134258000.0,117721000.0,122258000.0,129582000.0,121268000.0,123144000.0,119128000.0,127906000.0
3.02,Custo dos Bens e/ou Serviços Vendidos,-31101669.0,-34244725.0,-35093718.0,-35611717.0,-34596085.0,-41226291.0,-43819616.0,-47297268.0,-45889978.0,-52032050.0,-55706663.0,-56843438.0,-53679286.0,-54919023.0,-61114643.0,-64013000.0,-62091203.0,-63283000.0,-67936000.0,-63512797.0,-51943000.0,-54381000.0,-58484000.0,-58254000.0,-49329000.0,-48499000.0,-47106000.0,-47677000.0,-44579000.0,-45627000.0,-50585000.0,-51309000.0,-47688000.0,-52772000.0,-63616000.0,-61217000.0,-53575000.0,-42357000.0,-47045000.0,-37163000.0,-43854000.0,-32680000.0,-36961000.0,-34612000.0,-42141000.0,-53705000.0,-62042000.0,-75143000.0,-66875000.0,-75099000.0,-83240000.0,-81942000.0,-65757000.0,-56159000.0,-58513000.0,-61632000.0,-57020000.0,-61211000.0,-63004000.0,-63132000.0,-62435000.0,-62449000.0,-66789000.0
3.03,Resultado Bruto,19310401.0,19386654.0,19645325.0,18879460.0,20204414.0,20242455.0,20359404.0,16430609.0,20244053.0,16015220.0,18086270.0,16561810.0,18856061.0,18707227.0,16585675.0,17015019.0,19453602.0,19015000.0,20441000.0,21527398.0,22410000.0,25562000.0,23755000.0,26849000.0,21008000.0,22821000.0,23337000.0,22812000.0,23786000.0,21369000.0,21237000.0,25203000.0,26773000.0,31623000.0,34644000.0,31503000.0,26424000.0,30210000.0,30006000.0,35465000.0,31615000.0,18218000.0,33769000.0,40360000.0,44033000.0,57005000.0,59552000.0,59047000.0,74766000.0,95861000.0,86836000.0,76637000.0,73311000.0,57681000.0,66315000.0,72626000.0,60701000.0,61047000.0,66578000.0,58136000.0,60709000.0,56679000.0,61117000.0
3.04,Despesas/Receitas Operacionais,-7872632.0,-7314520.0,-8742584.0,-7717516.0,-7391736.0,-8028929.0,-8509023.0,-9078474.0,-8336973.0,-11159302.0,-9293584.0,-10641463.0,-8850158.0,-7211151.0,-10598143.0,-10148070.0,-11691907.0,-10208000.0,-25291000.0,-55162093.0,-9238000.0,-15933000.0,-17510000.0,-69083000.0,-12472000.0,-15239000.0,-33509000.0,-12276000.0,-8904000.0,-5764000.0,-13021000.0,-26133000.0,-8447000.0,-14647000.0,-16650000.0,-19923000.0,-11909000.0,-9027000.0,-15703000.0,-3765000.0,-77055000.0,-9198000.0,-15737000.0,-27649000.0,-10129000.0,-4824000.0,-6905000.0,-13052000.0,-9368000.0,-573000.0,-12224000.0,-17680000.0,-13114000.0,-15710000.0,-18769000.0,-32998000.0,-16674000.0,-27504000.0,-20116000.0,-44967000.0,-17669000.0,-26211000.0,-17482000.0
3.04.02,Despesas Gerais e Administrativas,-1829000.0,-1897404.0,-2116771.0,-2154074.0,-2010362.0,-2164105.0,-2251566.0,-2220725.0,-2199895.0,-2496513.0,-2540273.0,-2605640.0,-2470832.0,-2589590.0,-2802719.0,-2887988.0,-2559600.0,-2580000.0,-2707000.0,-3376400.0,-2710000.0,-2764000.0,-2754000.0,-2803000.0,-2652000.0,-2844000.0,-3041000.0,-2945000.0,-2307000.0,-2221000.0,-2451000.0,-2335000.0,-2142000.0,-2206000.0,-2213000.0,-2371000.0,-2322000.0,-2194000.0,-2012000.0,-1840000.0,-1820000.0,-1568000.0,-1664000.0,-473000.0,-1496000.0,-1371000.0,-1763000.0,-1710000.0,-1559000.0,-1589000.0,-1752000.0,-1977000.0,-1855000.0,-1921000.0,-1927000.0,-2249000.0,-2216000.0,-2874000.0,-2267000.0,-2574000.0,-2592000.0,-2627000.0,-2729000.0
3.04.05,Outras Despesas Operacionais,-3791957.0,-2910642.0,-4715556.0,-3704347.0,-3542088.0,-3848613.0,-3417920.0,-4988608.0,-3920135.0,-5887715.0,-4412813.0,-5848751.0,-4241160.0,-2458756.0,-5426830.0,-4423591.0,-6928837.0,-5127000.0,-16049000.0,-47502163.0,-4977000.0,-9452000.0,-11101000.0,-58513000.0,-6457000.0,-9103000.0,-26995000.0,-5005000.0,-4819000.0,-269000.0,-6771000.0,-20288000.0,-2688000.0,-8003000.0,-9513000.0,-15589000.0,-5949000.0,-14419000.0,-9169000.0,-14700000.0,-67882000.0,-211000.0,-6851000.0,-34420000.0,-4454000.0,-3016000.0,-12914000.0,-8471000.0,-3466000.0,-8352000.0,-4285000.0,-7292000.0,-5096000.0,-7736000.0,-9341000.0,-23823000.0,-7395000.0,-17022000.0,-11104000.0,-34208000.0,-9196000.0,-16555000.0,-7532000.0
3.04.06,Resultado de Equivalência Patrimonial,-179281.0,-230444.0,229280.0,388831.0,276811.0,165730.0,-471844.0,415171.0,136319.0,-425980.0,191471.0,182232.0,156167.0,389620.0,493439.0,55758.0,521698.0,271000.0,198000.0,-539698.0,173000.0,169000.0,200000.0,-1339000.0,388000.0,398000.0,-140000.0,-1275000.0,612000.0,615000.0,438000.0,484000.0,511000.0,310000.0,975000.0,123000.0,496000.0,470000.0,446000.0,-865000.0,-1439000.0,-1089000.0,-917000.0,173000.0,1019000.0,5305000.0,1520000.0,583000.0,1816000.0,-54000.0,171000.0,-642000.0,181000.0,-106000.0,-1212000.0,-343000.0,-457000.0,-996000.0,-128000.0,-1886000.0,495000.0,254000.0,184000.0
3.05,Resultado Antes do Resultado Financeiro e dos Tributos,11437769.0,12072134.0,10902741.0,11161944.0,12812678.0,12213526.0,11850381.0,7352135.0,11907080.0,4855918.0,8792686.0,5920347.0,10005903.0,11496076.0,5987532.0,6866949.0,7761695.0,8807000.0,-4850000.0,-33634695.0,13172000.0,9629000.0,6245000.0,-42234000.0,8536000.0,7582000.0,-10172000.0,10536000.0,14882000.0,15605000.0,8216000.0,-930000.0,18326000.0,16976000.0,17994000.0,11580000.0,14515000.0,39237000.0,14303000.0,13646000.0,-45440000.0,9020000.0,18032000.0,68009000.0,33904000.0,52181000.0,66457000.0,58289000.0,65398000.0,96434000.0,74612000.0,57811000.0,60197000.0,41971000.0,47546000.0,39628000.0,44027000.0,33543000.0,46462000.0,13169000.0,43040000.0,30468000.0,43635000.0
3.06,Resultado Financeiro,-700992.0,-630303.0,1968167.0,1925957.0,2022212.0,2895350.0,-5284534.0,489192.0,464993.0,-6406934.0,-569439.0,2788820.0,1389774.0,-3550695.0,-1020599.0,-3020665.0,-173131.0,-940000.0,-972000.0,-1814869.0,-5621000.0,-6048000.0,-11444000.0,-4928000.0,-8693000.0,-6061000.0,-7122000.0,-5309000.0,-7755000.0,-8835000.0,-7411000.0,-7598000.0,-7246000.0,-2647000.0,-5841000.0,-5366000.0,-8147000.0,-8576000.0,-10874000.0,-6862000.0,-21178000.0,-12308000.0,-22910000.0,6812000.0,-30748000.0,10776000.0,-25480000.0,-13804000.0,2983000.0,-15757000.0,-7973000.0,1490000.0,-3200000.0,-269000.0,-9760000.0,1368000.0,-9579000.0,-36396000.0,-1561000.0,-34935000.0,10595000.0,5572000.0,1316000.0
3.06.01,Receitas Financeiras,759818.0,922498.0,2905214.0,1286625.0,2740046.0,3231919.0,1853010.0,1282338.0,1329634.0,1638036.0,981206.0,3292281.0,2588329.0,909124.0,1205331.0,791983.0,1674601.0,1303000.0,1310000.0,1067399.0,734000.0,615000.0,1866000.0,1652000.0,886000.0,764000.0,1191000.0,797000.0,933000.0,1051000.0,741000.0,612000.0,1101000.0,4596000.0,2254000.0,3696000.0,1366000.0,1303000.0,1344000.0,1258000.0,798000.0,579000.0,667000.0,777000.0,676000.0,1109000.0,1188000.0,1485000.0,1360000.0,3054000.0,2713000.0,2293000.0,2419000.0,2553000.0,2934000.0,2915000.0,2736000.0,2488000.0,2723000.0,2541000.0,1737000.0,1955000.0,2254000.0
