cd_conta,conta,2021T2,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
6.01,Caixa Líquido das Atividades Operacionais,-268343.000,0.000,-329085.000,302773.000,63180.000,-64450.000,-249191.000,434546.000,-5239.000,-143175.000,-239113.000,228370.000,93784.000,-90154.000,-303119.000,-117466.000
6.01.DA,Depreciação e Amortização,957.000,0.000,1071.000,717.000,3570.000,3718.000,2739.000,4278.000,4754.000,4914.000,4277.000,4014.000,17451.000,8418.000,20199.000,30622.000
6.02,Caixa Líquido Atividades de Investimento,-17264.000,0.000,-101823.000,-19580.000,10431.000,-21904.000,-35335.000,-20971.000,-28316.000,48461.000,-259922.000,301062.000,-198098.000,-99791.000,-196179.000,-654896.000
6.03,Caixa Líquido Atividades de Financiamento,438059.000,0.000,243923.000,30718.000,-184209.000,69533.000,256441.000,50909.000,-175173.000,122470.000,407589.000,-764011.000,175521.000,405636.000,361079.000,829149.000
6.04,Variação Cambial s/ Caixa e Equivalentes,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2181.000,-2181.000,0.000,465.000,-3059.000,-6882.000
6.05,Aumento (Redução) de Caixa e Equivalentes,152452.000,0.000,-186985.000,313911.000,-110598.000,-16821.000,-28085.000,464484.000,-208728.000,27756.000,-89265.000,-236760.000,71207.000,216156.000,-141278.000,49905.000
