Ticker,Preço_Fechamento,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2026T1
SOJA3,Preço de Fechamento Ajustado,12.81,11.64,13.14,11.41,8.73,10.19,8.7,9.98,9.05,11.12,14.48,16.32,13.26,10.56,9.44,9.57,10.58,9.83,8.79
