Dividendos_Pagos,2000T2,2001T2,2002T2,2003T2,2004T2,2006T2,2008T2,2009T2,2009T3,2010T1,2010T2,2012T2,2012T4,2013T2,2013T4,2014T2,2014T4,2015T2,2016T2,2017T2,2017T4,2019T2,2019T4,2020T2,2021T2,2022T2,2024T2,2024T4,2025T4
Dividendos + JCP Pagos no Trimestre,0.0755,0.5264,0.1504,0.8507,0.2905,1.3737,0.2677,0.5207,0.3124,0.2083,0.5397,0.4709,0.549,0.4259,0.5944,0.5063,0.3364,0.762,0.2012,0.3203,0.8139,0.0661,0.3012,0.063,0.3662,0.1438,1.7423,1.745,7.1008
