Dividendos_Pagos,1997T2,1998T2,1999T3,2000T2,2001T2,2003T4,2004T4,2005T2,2005T4,2006T2,2006T3,2007T2,2007T4,2008T2,2009T2,2010T2,2010T4,2011T4,2012T2,2013T4,2014T2,2015T2,2016T2,2018T2,2019T2,2019T4,2020T2,2020T4,2021T2,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,0.0574,0.0444,0.0026,0.0015,0.004,0.1096,0.1859,0.0009,0.158,0.0348,0.1957,0.058,5.4922,2.2273,5.7662,2.8399,6.1014,6.4586,0.5038,2.5284,0.3835,7.5121,1.9133,0.9735,2.0136,2.6632,1.0115,3.9773,2.6737,6.3573,1.7828,3.1838,2.158,2.6857,2.3568,3.5522,2.5046,4.559,2.2669,4.4136,2.4497,4.9886,3.089,6.9849,3.8447,4.6471
