Ticker,Preço_Fechamento,2010T1,2010T2,2010T3,2010T4,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
CLSC3,Preço de Fechamento Ajustado,22.78,23.19,23.19,23.19,28.93,28.93,38.57,39.54,45.97,46.09,16.12,18.34,18.34,19.33,19.82,19.82,21.09,21.19,21.19,21.19,21.19,23.27,20.37,17.45,16.29,14.79,12.72,12.72,13.6,16.53,14.83,17.74,20.75,21.58,17.56,27.57,34.16,36.24,28.53,28.99,34.75,32.49,34.43,37.56,38.07,46.18,50.8,41.84,40.99,39.92,35.95,37.76,37.29,45.94,48.65,51.62,55.42,59.32,67.11,71.85,70.26,86.87,96.16
CLSC4,Preço de Fechamento Ajustado,,,,,,,,,16.61,16.62,14.09,11.06,9.66,8.6,7.29,7.54,7.89,7.53,7.17,7.22,9.2,7.74,6.24,5.35,6.85,7.66,8.11,9.22,10.61,10.44,12.46,15.72,15.43,16.82,18.46,29.42,31.52,29.88,26.01,30.87,28.73,33.67,33.23,35.5,38.71,45.41,45.42,47.61,42.7,41.26,42.53,41.17,37.93,46.18,52.65,54.19,57.17,62.41,73.46,72.79,73.8,99.06,99.79
