Dividendos_Pagos,2008T2,2009T2,2010T2,2010T4,2011T2,2012T2,2013T2,2014T2,2015T2,2016T2,2017T1,2017T2,2018T2,2018T4,2019T2,2019T4,2020T4,2021T1,2021T2,2021T4,2022T2,2022T3
Dividendos + JCP Pagos no Trimestre,0.0752,0.3774,0.1714,0.156,0.1802,0.3771,0.2624,0.3006,0.3877,0.3537,0.34,0.2997,0.7,0.33,0.371,0.7403,0.3401,0.2071,0.2706,0.1624,0.1978,0.1978
