cd_conta,ds_conta,2010T1,2010T2,2010T3,2010T4,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
3.01,Receita de Venda de Bens e/ou Serviços,705131.000,705131.000,881108.000,1434712.000,1211548.500,988385.000,1056015.000,1970663.000,1007183.000,1091218.000,1144659.000,1022825.000,829512.000,1019518.000,1071713.000,949865.000,910858.000,1013731.000,1133934.000,1127662.000,1042355.000,1307319.000,1204941.000,1208423.000,990031.000,1096909.000,1095575.000,1066534.000,1014053.000,1128616.000,1244994.000,1372225.000,1229206.000,1317133.000,1351812.000,1520844.000,1508589.000,1558510.000,1568986.000,1419637.000,1508468.000,1655931.000,1779840.000,1702120.000,1597936.000,1816499.000,1800098.000,1891668.000,1675101.000,1601640.000,1694859.000,1673685.000,1689885.000,1825658.000,1973612.000,1940760.000,1905425.000,2287528.000,2439978.000,2376104.000,2283191.000,2708839.000,2876115.000
3.02,Custo dos Bens e/ou Serviços Vendidos,-473091.000,-473091.000,-567562.000,-1003454.000,-836573.500,-669693.000,-722186.000,-1375737.000,-736722.000,-780676.000,-811192.000,-745841.000,-612956.000,-748543.000,-787033.000,-700654.000,-670554.000,-731555.000,-814524.000,-785439.000,-734797.000,-925157.000,-831309.000,-833138.000,-664322.000,-745277.000,-742788.000,-709883.000,-673445.000,-745097.000,-820531.000,-908676.000,-815223.000,-878238.000,-905174.000,-1021854.000,-1026484.000,-1080688.000,-1106541.000,-999742.000,-1084471.000,-1189029.000,-1279876.000,-1218645.000,-1153155.000,-1354639.000,-1311903.000,-1457659.000,-1343425.000,-1290615.000,-1367148.000,-1326543.000,-1336432.000,-1420456.000,-1513029.000,-1472820.000,-1412186.000,-1682577.000,-1795307.000,-1743089.000,-1629056.000,-1911992.000,-2024488.000
3.03,Resultado Bruto,232040.000,232040.000,313546.000,431258.000,374975.000,318692.000,333829.000,594926.000,270461.000,310542.000,333467.000,276984.000,216556.000,270975.000,284680.000,249211.000,240304.000,282176.000,319410.000,342223.000,307558.000,382162.000,373632.000,375285.000,325709.000,351632.000,352787.000,356651.000,340608.000,383519.000,424463.000,463549.000,413983.000,438895.000,446638.000,498990.000,482105.000,477822.000,462445.000,419895.000,423997.000,466902.000,499964.000,483475.000,444781.000,461860.000,488195.000,434009.000,331676.000,311025.000,327711.000,347142.000,353453.000,405202.000,460583.000,467940.000,493239.000,604951.000,644671.000,633015.000,654135.000,796847.000,851627.000
3.04,Despesas/Receitas Operacionais,-69268.000,-69268.000,-83162.000,-154541.000,-126380.500,-98220.000,-74690.000,-181514.000,-119937.000,-137363.000,-141100.000,-151437.000,-131035.000,-126969.000,-131571.000,-163029.000,-149847.000,107580.000,-200503.000,-237667.000,-212648.000,-233379.000,-246523.000,-247752.000,-218058.000,-235362.000,-234857.000,-243674.000,-231578.000,-244104.000,-208998.000,-260946.000,-245527.000,-257832.000,-266410.000,-286801.000,-276519.000,-284842.000,-287418.000,-252812.000,-290250.000,-311057.000,-326601.000,-232695.000,-300035.000,-235748.000,-170557.000,6605.000,-215587.000,30752.000,-412533.000,-357804.000,-384599.000,-292618.000,-436165.000,-503935.000,-419470.000,-454605.000,-457696.000,-610565.000,-672160.000,-1342400.000,-478670.000
3.04.02,Despesas Gerais e Administrativas,-36270.000,-36270.000,-40708.000,-69880.000,-58333.500,-46787.000,-52691.000,-101853.000,-53632.000,-57178.000,-51782.000,-65919.000,-58191.000,-60622.000,-60478.000,-64843.000,-60627.000,-56112.000,-63221.000,-79200.000,-61317.000,-68991.000,-71811.000,-77459.000,-66170.000,-74584.000,-77242.000,-69494.000,-71182.000,-81210.000,-81855.000,-85472.000,-83484.000,-86726.000,-87891.000,-89273.000,-84567.000,-95282.000,-88839.000,-82988.000,-100013.000,-104461.000,-111032.000,-117904.000,-116455.000,-118719.000,-124075.000,-144141.000,-137144.000,-113494.000,-176176.000,-183754.000,-147045.000,-160480.000,-151706.000,-194137.000,-169156.000,-172045.000,-190867.000,-145988.000,-151152.000,-156333.000,-165517.000
3.04.05,Outras Despesas Operacionais,-1079.000,-1079.000,-4973.000,6052.000,312.500,-5427.000,-1297.000,6724.000,-14317.000,-17547.000,-24764.000,56628.000,-25068.000,-29888.000,-28998.000,-24854.000,-30094.000,-26678.000,-31908.000,-36514.000,-36265.000,-33807.000,-39093.000,-40052.000,-29556.000,-35328.000,-25937.000,-31949.000,-28242.000,-30283.000,-17853.000,-39109.000,-30025.000,-34404.000,-33944.000,-37430.000,-30327.000,-34841.000,-33499.000,-33342.000,-29248.000,-30800.000,-39339.000,-29887.000,-36938.000,-30735.000,-44149.000,-48202.000,-35021.000,-46603.000,-46925.000,-111388.000,-56724.000,-57344.000,-60576.000,-94558.000,-47754.000,-64398.000,-66328.000,-147144.000,-259877.000,-954692.000,-67109.000
3.04.06,Resultado de Equivalência Patrimonial,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4168.000,-685.000,10335.000,-13641.000,-4177.000,258975.000,-17956.000,-22098.000,-16122.000,-28510.000,-26699.000,-24501.000,-15294.000,-12478.000,-13200.000,-16316.000,-14549.000,-2956.000,-11770.000,-3774.000,-8031.000,1394.000,-8409.000,-12809.000,-18258.000,-14250.000,-15635.000,-23919.000,-10598.000,-15212.000,-13069.000,-7862.000,-4362.000,-19368.000,-11334.000,-17285.000,-18816.000,-27490.000,-30719.000,-32815.000,-24720.000,-13605.000,-29128.000,-17056.000,-29330.000,-30880.000,-44573.000,-35677.000,-23845.000,-36614.000,-27036.000
3.05,Resultado Antes do Resultado Financeiro e dos Tributos,162772.000,162772.000,230384.000,276717.000,248594.500,220472.000,259139.000,413412.000,150524.000,173179.000,192367.000,125547.000,85521.000,144006.000,153109.000,86182.000,90457.000,389756.000,118907.000,104556.000,94910.000,148783.000,127109.000,127533.000,107651.000,116270.000,117930.000,112977.000,109030.000,139415.000,215465.000,202603.000,168456.000,181063.000,180228.000,212189.000,205586.000,192980.000,175027.000,167083.000,133747.000,155845.000,173363.000,250780.000,144746.000,226112.000,317638.000,440614.000,116089.000,341777.000,-84822.000,-10662.000,-31146.000,112584.000,24418.000,-35995.000,73769.000,150346.000,186975.000,22450.000,-18025.000,-545553.000,372957.000
3.06,Resultado Financeiro,26752.000,26752.000,34093.000,29780.000,17851.000,5922.000,-3919.000,7591.000,-4165.000,-7175.000,-10621.000,-13380.000,8468.000,14008.000,361.000,7398.000,15057.000,35250.000,27404.000,33264.000,44741.000,51395.000,52405.000,51720.000,47959.000,50701.000,59165.000,55823.000,49121.000,37942.000,28438.000,23181.000,36226.000,28088.000,41762.000,30554.000,23544.000,43974.000,36911.000,32815.000,24389.000,9897.000,9513.000,3213.000,35418.000,31471.000,-49994.000,8197.000,21490.000,-127238.000,113885.000,-244926.000,-89283.000,129480.000,-128788.000,-54657.000,-237985.000,-194042.000,-160269.000,-174853.000,-306912.000,-245386.000,-214168.000
3.06.01,Receitas Financeiras,33206.000,33206.000,41323.000,56117.000,48945.000,41773.000,39232.000,65318.000,29860.000,27344.000,25170.000,30350.000,33846.000,41692.000,42986.000,48725.000,47169.000,60049.000,59557.000,56242.000,70742.000,73699.000,67949.000,65556.000,67247.000,68077.000,71589.000,69369.000,76407.000,79441.000,62440.000,64742.000,64796.000,54737.000,64346.000,55658.000,36662.000,59887.000,52498.000,46316.000,40463.000,33646.000,36546.000,44886.000,60839.000,62813.000,65500.000,74144.000,74954.000,101754.000,92992.000,87637.000,83906.000,80807.000,82539.000,76860.000,103117.000,108862.000,103912.000,181506.000,128492.000,148954.000,138934.000
