Ticker,Preço_Fechamento,2010T1,2010T2,2010T3,2010T4,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2026T1
MRVE3,Preço de Fechamento Ajustado,6.32,6.71,8.47,8.33,6.87,7.01,5.21,5.78,7.0,5.25,6.85,6.76,4.74,3.84,5.37,4.97,4.77,4.63,5.09,4.6,4.96,5.1,3.98,5.68,7.7,7.31,8.07,7.4,9.97,9.6,9.77,10.68,11.53,9.03,9.22,10.51,11.9,17.01,15.33,19.52,11.09,16.3,14.57,17.5,16.98,15.47,11.65,11.53,12.34,7.69,12.42,7.6,6.38,11.57,10.67,11.23,7.79,6.68,7.24,5.31,5.11,6.37,7.45,7.48
