Dividendos_Pagos,2008T2,2011T1,2012T1,2017T2,2020T4,2021T2,2021T4,2022T2,2022T3,2023T2,2023T3,2025T4
Dividendos + JCP Pagos no Trimestre,0.1225,0.0635,0.3153,0.2643,0.3006,0.7298,0.3488,0.3423,0.2192,0.3566,0.1943,0.1646
