cd_conta,ds_conta,2010T1,2010T2,2010T3,2010T4,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
3.01,Receita de Venda de Bens e/ou Serviços,140898.000,160014.000,179242.000,156243.000,184243.000,177376.000,169294.000,213272.000,185940.000,200252.000,212637.000,200622.000,323114.000,275614.000,252367.000,287867.000,210755.000,224523.000,230724.000,285470.000,231671.000,173517.000,184785.000,224390.000,150193.000,155072.000,115526.000,151436.000,96510.000,106407.000,691683.000,85723.000,90407.000,68873.000,87007.000,144475.000,146370.000,161833.000,187589.000,308598.000,249514.000,153286.000,271609.000,262219.000,194969.000,288747.000,297752.000,176398.000,287160.000,242557.000,280646.000,310897.000,250784.000,242732.000,251727.000,337929.000,239186.000,415924.000,478869.000,426562.000,311247.000,449254.000,469356.000
3.02,Custo dos Bens e/ou Serviços Vendidos,-79172.000,-92605.000,-86910.000,-80042.000,-97174.000,-92000.000,-76353.000,-103021.000,-92226.000,-93505.000,-97744.000,-101504.000,-159611.000,-134741.000,-111273.000,-137148.000,-106186.000,-99710.000,-106032.000,-139397.000,-98448.000,-86299.000,-94060.000,-118597.000,-79574.000,-87776.000,-64559.000,-70215.000,-50930.000,-56681.000,-377117.000,-60951.000,-58640.000,-42489.000,-57647.000,-90130.000,-91969.000,-98633.000,-99654.000,-185905.000,-148311.000,-74741.000,-153096.000,-157365.000,-112177.000,-157200.000,-147458.000,-99228.000,-174297.000,-158458.000,-170369.000,-233907.000,-179499.000,-164151.000,-170402.000,-225421.000,-157477.000,-287598.000,-316185.000,-266469.000,-187918.000,-266271.000,-259678.000
3.03,Resultado Bruto,61726.000,67409.000,92332.000,76201.000,87069.000,85376.000,92941.000,110251.000,93714.000,106747.000,114893.000,99118.000,163503.000,140873.000,141094.000,150719.000,104569.000,124813.000,124692.000,146073.000,133223.000,87218.000,90725.000,105793.000,70619.000,67296.000,50967.000,81221.000,45580.000,49726.000,314566.000,24772.000,31767.000,26384.000,29360.000,54345.000,54401.000,63200.000,87935.000,122693.000,101203.000,78545.000,118513.000,104854.000,82792.000,131547.000,150294.000,77170.000,112863.000,84099.000,110277.000,76990.000,71285.000,78581.000,81325.000,112508.000,81709.000,128326.000,162684.000,160093.000,123329.000,182983.000,209678.000
3.04,Despesas/Receitas Operacionais,-16025.000,-14161.000,-16723.000,-23582.000,-18940.000,-20163.000,-25166.000,-22866.000,-20707.000,-30768.000,-25975.000,-27023.000,-13924.000,-8733.000,-7035.000,2007.000,-18209.000,-18812.000,-3619.000,-23130.000,-11439.000,-2375.000,-605.000,-11229.000,-19044.000,-42091.000,-20747.000,-20434.000,-34913.000,-34071.000,-33490.000,-15458.000,-42825.000,-32743.000,-26951.000,-36688.000,-42080.000,8698.000,-39969.000,-34771.000,-53427.000,-27546.000,-24877.000,-31132.000,-46148.000,-25352.000,-33745.000,-26823.000,-35865.000,-35364.000,-21496.000,-51758.000,-42095.000,-20380.000,-50139.000,-42005.000,-49742.000,-55236.000,-39480.000,-53963.000,-54571.000,-61493.000,-45005.000
3.04.02,Despesas Gerais e Administrativas,-8954.000,-9989.000,-11821.000,-12486.000,-11516.000,-12553.000,-14325.000,-13657.000,-12735.000,-16254.000,-15500.000,-17310.000,-18096.000,-19805.000,-21042.000,-24846.000,-23368.000,-29885.000,-24961.000,-25697.000,-26191.000,-26418.000,-22031.000,-21810.000,-22375.000,-23068.000,-21932.000,-19132.000,-20260.000,-21963.000,-20072.000,-24512.000,-21877.000,-20788.000,-22908.000,-22019.000,-20384.000,-25969.000,-23432.000,-25919.000,-26730.000,-21336.000,-26187.000,-30422.000,-25040.000,-28315.000,-29276.000,-30362.000,-29451.000,-34966.000,-33149.000,-36485.000,-31235.000,-35677.000,-35008.000,-36642.000,-34443.000,-39248.000,-35919.000,-34932.000,-33754.000,-42848.000,-35868.000
3.04.05,Outras Despesas Operacionais,-961.000,-254.000,-424.000,-885.000,-1503.000,-505.000,-974.000,726.000,-2340.000,-962.000,115.000,6387.000,-2200.000,-701.000,-381.000,-1630.000,-3883.000,-2356.000,-634.000,3833.000,-2768.000,-706.000,-649.000,292.000,-3844.000,-530.000,831.000,-1112.000,-2803.000,-2582.000,29.000,44.000,-6991.000,1731.000,1111.000,-1649.000,-8192.000,-193.000,-1081.000,3511.000,-7986.000,-1568.000,1523.000,-143.000,-7486.000,1177.000,-3389.000,2830.000,-5689.000,-1451.000,1405.000,-4209.000,-3262.000,-4827.000,-820.000,1369.000,-5158.000,-1060.000,-7668.000,4848.000,-6898.000,-3283.000,14353.000
3.04.06,Resultado de Equivalência Patrimonial,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19773.000,24197.000,26967.000,33517.000,18061.000,22353.000,33131.000,30105.000,29641.000,35631.000,32574.000,17399.000,22573.000,795.000,7457.000,8581.000,4509.000,3665.000,7456.000,8551.000,3162.000,-66.000,10780.000,2581.000,8296.000,35977.000,8954.000,10248.000,8097.000,6076.000,20567.000,5113.000,5722.000,26273.000,21177.000,23349.000,20933.000,24141.000,32655.000,9291.000,17333.000,49992.000,14253.000,21059.000,11110.000,22941.000,29360.000,15999.000,11125.000,24398.000,8665.000
3.05,Resultado Antes do Resultado Financeiro e dos Tributos,45701.000,53248.000,75609.000,52619.000,68129.000,65213.000,67775.000,87385.000,73007.000,75979.000,88918.000,72095.000,149579.000,132140.000,134059.000,152726.000,86360.000,106001.000,121073.000,122943.000,121784.000,84843.000,90120.000,94564.000,51575.000,25205.000,30220.000,60787.000,10667.000,15655.000,281076.000,9314.000,-11058.000,-6359.000,2409.000,17657.000,12321.000,71898.000,47966.000,87922.000,47776.000,50999.000,93636.000,73722.000,36644.000,106195.000,116549.000,50347.000,76998.000,48735.000,88781.000,25232.000,29190.000,58201.000,31186.000,70503.000,31967.000,73090.000,123204.000,106130.000,68758.000,121490.000,164673.000
3.06,Resultado Financeiro,5238.000,9802.000,9061.000,16827.000,19237.000,16451.000,13748.000,15153.000,11180.000,11290.000,11931.000,9451.000,8783.000,11298.000,11540.000,14915.000,14534.000,22554.000,9492.000,14121.000,18572.000,22340.000,19819.000,21237.000,24008.000,17614.000,22106.000,16932.000,22557.000,8120.000,11397.000,25413.000,19610.000,23787.000,35418.000,30674.000,9116.000,32012.000,22737.000,29211.000,36835.000,21089.000,33923.000,76200.000,44630.000,46367.000,43383.000,34109.000,41402.000,48163.000,29685.000,18901.000,24322.000,23096.000,13724.000,23726.000,30864.000,28747.000,36975.000,35442.000,36395.000,34006.000,38486.000
3.06.01,Receitas Financeiras,6170.000,10220.000,10043.000,17692.000,20476.000,19131.000,17589.000,14679.000,11933.000,11908.000,12525.000,14614.000,14018.000,11639.000,11944.000,15299.000,14994.000,23069.000,10987.000,15478.000,20614.000,25069.000,21002.000,23996.000,28858.000,21487.000,27633.000,20242.000,26806.000,14317.000,19722.000,30422.000,26331.000,28488.000,39572.000,33708.000,11637.000,34537.000,25347.000,31288.000,39203.000,23239.000,39619.000,84335.000,52315.000,52150.000,47078.000,36038.000,44113.000,56108.000,42979.000,31958.000,36663.000,35383.000,28074.000,35383.000,42805.000,40910.000,47289.000,45915.000,50930.000,64288.000,55309.000
