Dividendos_Pagos,2009T2,2010T2,2011T2,2012T2,2013T2,2014T2,2015T2,2016T2,2017T2,2017T4,2018T2,2019T2,2020T2,2021T2,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,0.1268,0.2701,0.3945,0.5325,0.5441,0.9485,1.1086,0.9898,1.0922,2.67,0.5165,0.1404,0.2941,0.424,0.4603,0.1127,0.0905,0.1148,0.0343,0.046,0.082,0.0426,0.0902,0.0617,0.0965,0.832,0.1379,0.1025,0.3047,1.0086
