Dividendos_Pagos,2021T4,2022T1,2022T2,2022T3,2023T4,2024T2,2024T3,2024T4
Dividendos + JCP Pagos no Trimestre,818.0248,30.575,115.3504,89.967,771.1433,147.4904,331.8535,181.4193
